seller_ID	num_faces	face_proximity
3OPV18E4rN	0	
3OPV1G1mrN	1	0.02
3OPV1MB4rN	1	0.23
3OPV1ZQvrN	0	
3OPV2xbvrN	1	0.15
3OPV32egrN	1	0.0
3OPV3gd0rN	0	
3OPV42m4rN	1	0.11
3OPV5AyzrN	1	0.04
3OPV6JNmrN	1	0.8
3OPV6qQmrN	2	
3OPV6y2vrN	0	
3OPV7kK1rN	1	0.25
3OPV8474rN	0	
3OPV8KMmrN	1	0.18
3OPV8M80rN	1	0.17
3OPV8mvgrN	1	0.15
3OPV9Zn1rN	0	
3OPVBMAXrN	1	0.08
3OPVELemrN	0	
3OPVEeWvrN	1	0.25
3OPVJNK4rN	1	0.31
3OPVJP80rN	1	0.08
3OPVK0QVrN	1	0.17
3OPVKWWVrN	0	
3OPVKkv1rN	1	0.13
3OPVLKDvrN	1	0.02
3OPVLL94rN	1	0.27
3OPVLjW0rN	1	0.27
3OPVMLZlrN	0	
3OPVP60lrN	0	
3OPVW3W0rN	0	
3OPVWBVlrN	0	
3OPVWJ74rN	1	0.02
3OPVWJa1rN	0	
3OPVXVl4rN	0	
3OPVXX0mrN	0	
3OPVZmmdrN	1	0.08
3OPVa1lXrN	0	
3OPVa6WXrN	1	0.04
3OPVbpQXrN	1	0.14
3OPVdXZVrN	0	
3OPVdbmdrN	1	0.12
3OPVdyA4rN	1	0.06
3OPVePGXrN	0	
3OPVejpdrN	0	
3OPVg1kdrN	1	0.17
3OPVjAdVrN	0	
3OPVjmG1rN	0	
3OPVk77grN	1	0.19
3OPVl5YVrN	0	
3OPVm7j0rN	0	
3OPVm80drN	2	
3OPVmqA1rN	0	
3OPVnl2lrN	0	
3OPVq6q4rN	1	0.06
3OPVvJQ4rN	0	
3OPVvVl0rN	0	
3OPVvpz1rN	0	
3OPVwB7XrN	0	
3OPVxnGzrN	0	
3OPVyNydrN	0	
3OPw0LZzRN	1	0.15
3OPw0M9lRN	0	
3OPw0vQ4RN	1	0.52
3OPw0zkVRN	0	
3OPw1GXXRN	0	
3OPw1NzgRN	0	
3OPw1eV0RN	0	
3OPw1mdvRN	0	
3OPw2DevRN	0	
3OPw2W61RN	1	0.13
3OPw31y4RN	0	
3OPw3YW0RN	1	0.01
3OPw5LzlRN	0	
3OPw5QlzRN	1	0.27
3OPw5jEzRN	0	
3OPw76mdRN	1	0.09
3OPw7WEgRN	1	0.31
3OPw87BzRN	0	
3OPw8Gm0RN	1	0.14
3OPw8x8zRN	1	0.17
3OPw96vgRN	1	0.02
3OPwA4ZzRN	0	
3OPwApEmRN	1	0.11
3OPwB92gRN	1	0.24
3OPwBLV4RN	1	0.35
3OPwDL5gRN	1	0.57
3OPwG7YvRN	1	0.12
3OPwGL2vRN	1	0.35
3OPwGNVXRN	1	0.03
3OPwK6wdRN	1	0.37
3OPwKYezRN	1	0.23
3OPwKmLdRN	0	
3OPwKma4RN	5	
3OPwL9llRN	0	
3OPwMqgvRN	1	0.28
3OPwPM8dRN	0	
3OPwPklVRN	1	0.23
3OPwW87dRN	0	
3OPwZw61RN	2	
3OPwaJMdRN	1	0.12
3OPwaP6lRN	1	0.17
3OPwaQL1RN	0	
3OPwdqzVRN	1	0.38
3OPweGVVRN	0	
3OPwgPNvRN	0	
3OPwgYvXRN	0	
3OPwjLM0RN	0	
3OPwjbJ4RN	1	0.29
3OPwkMBXRN	0	
3OPwleXzRN	0	
3OPwnGbmRN	2	
3OPwnM4mRN	1	0.23
3OPwpdX0RN	0	
3OPwqmJ1RN	1	0.0
3OPwvW44RN	1	0.43
3OPwvypmRN	1	0.33
3OPwwY3lRN	0	
3OPwwwAgRN	0	
3OPwyM7lRN	0	
3OPwyz7mRN	1	0.16
3OPwzg6mRN	2	
3rK11xn8OD	1	0.25
3rK12e57OD	0	
3rK137V3OD	1	0.03
3rK13meZOD	1	0.31
3rK13v78OD	0	
3rK15gjKOD	3	
3rK161XJOD	0	
3rK16ln3OD	1	0.24
3rK17K79OD	0	
3rK17KqwOD	0	
3rK17j5ZOD	0	
3rK189nKOD	1	0.51
3rK18yMJOD	0	
3rK1BQnYOD	0	
3rK1D3q7OD	1	0.02
3rK1Da9KOD	0	
3rK1E6aJOD	1	0.02
3rK1EvDBOD	1	0.45
3rK1GP23OD	1	0.31
3rK1K3X9OD	1	0.31
3rK1KVKGOD	1	0.04
3rK1LDbGOD	0	
3rK1Lx4wOD	0	
3rK1N3bBOD	3	
3rK1NawGOD	1	0.08
3rK1PByZOD	1	0.25
3rK1PWEGOD	1	0.51
3rK1Q0x9OD	3	
3rK1WVZGOD	1	0.02
3rK1Z4P3OD	1	0.92
3rK1Zvy8OD	0	
3rK1b5b7OD	0	
3rK1b6pGOD	1	0.01
3rK1g3KwOD	0	
3rK1k9P3OD	0	
3rK1l379OD	0	
3rK1lLD3OD	0	
3rK1lz2KOD	2	
3rK1mYj8OD	1	0.03
3rK1nMeGOD	0	
3rK1ng88OD	0	
3rK1pKnwOD	1	0.05
3rK1x9wBOD	3	
3rK1xkn7OD	1	0.35
3rK1yQl9OD	2	
3rK1z2vYOD	1	0.31
3rKA057BOD	1	0.35
3rKA0gKwOD	2	
3rKA0kWJOD	1	0.17
3rKA0zXZOD	1	0.31
3rKA3J5BOD	1	0.15
3rKA3PZJOD	0	
3rKA40kBOD	0	
3rKA4GzZOD	1	0.15
3rKA6lzKOD	1	0.71
3rKA8ezJOD	0	
3rKAD7G9OD	2	
3rKADXqYOD	2	
3rKAEqP3OD	0	
3rKAEx7JOD	2	
3rKAKdwGOD	1	0.15
3rKAL65wOD	1	0.23
3rKANA6wOD	1	0.1
3rKANdd9OD	0	
3rKANlx9OD	1	0.16
3rKAPZYGOD	2	
3rKAW95YOD	1	0.1
3rKAWkb3OD	1	0.06
3rKAXmQBOD	0	
3rKAXqQKOD	1	0.13
3rKAYVjZOD	2	
3rKAbLmBOD	2	
3rKAdV4BOD	2	
3rKAeAz8OD	1	0.73
3rKAeYbBOD	1	0.45
3rKAjxa7OD	0	
3rKAk9MJOD	2	
3rKAlP2JOD	0	
3rKAp35GOD	0	
3rKAyKAGOD	0	
3rKJ0PYZoD	1	0.25
3rKJ5nm8oD	0	
3rKJ6LjBoD	0	
3rKJ72LJoD	0	
3rKJ7E88oD	1	0.27
3rKJ7v1BoD	3	
3rKJ86WBoD	1	0.01
3rKJAAn7oD	0	
3rKJDBKwoD	2	
3rKJDE29oD	2	
3rKJJ1l8oD	1	0.03
3rKJJVd8oD	1	0.21
3rKJJpGZoD	0	
3rKJLgQ7oD	0	
3rKJNYE9oD	2	
3rKJPX9BoD	1	0.18
3rKJV25KoD	2	
3rKJVap9oD	0	
3rKJX3vwoD	0	
3rKJY3N3oD	1	0.31
3rKJa6dZoD	0	
3rKJaEgBoD	0	
3rKJaMKZoD	0	
3rKJb209oD	0	
3rKJgKjKoD	0	
3rKJgZZ7oD	0	
3rKJglDJoD	1	0.22
3rKJgpMBoD	0	
3rKJpmPJoD	0	
3rKJwQ49oD	2	
3rKJy0nKoD	0	
3rKm0Av8OD	0	
3rKm0M1BOD	0	
3rKm0ea8OD	1	0.04
3rKm19QwOD	1	0.23
3rKm1Xm8OD	0	
3rKm1bvZOD	0	
3rKm1eAKOD	1	0.25
3rKm6Jg3OD	0	
3rKm6JqGOD	0	
3rKm6bNGOD	1	0.25
3rKm6xE8OD	1	0.04
3rKm6xGZOD	1	0.13
3rKmA273OD	1	0.25
3rKmAlG3OD	0	
3rKmDdzKOD	3	
3rKmDwM7OD	1	0.19
3rKmJDx3OD	0	
3rKmJJ9KOD	1	0.43
3rKmJbY8OD	0	
3rKmJn0JOD	1	0.14
3rKmK6NGOD	0	
3rKmMvJ8OD	1	0.29
3rKmNvJ9OD	1	0.03
3rKmNyMwOD	1	0.22
3rKmgL8GOD	1	0.23
3rKmkmGwOD	0	
3rKmmdb3OD	0	
3rKmmxnJOD	0	
3rKmqGwwOD	1	0.13
3rKmwXW9OD	1	0.02
3rKmwdaYOD	0	
3rKmzB17OD	0	
3rKmzLMwOD	0	
3rKmzLWYOD	1	0.15
3rKmzPzKOD	1	0.17
3rKmzxMGOD	0	
3rn31Q0aRa	0	
3rn34D6LRa	1	0.52
3rn34pnPRa	1	0.05
3rn35ANPRa	1	0.31
3rn35x8aRa	1	0.25
3rn37gQ1Ra	2	
3rn3BK56Ra	2	
3rn3BkL6Ra	1	0.07
3rn3EN30Ra	1	0.16
3rn3EZ7DRa	3	
3rn3EwbPRa	1	0.18
3rn3EyLDRa	0	
3rn3G8p6Ra	0	
3rn3Lq27Ra	0	
3rn3MWMDRa	1	0.51
3rn3QMXLRa	0	
3rn3QYk6Ra	0	
3rn3XAPPRa	0	
3rn3XdqLRa	0	
3rn3XqxPRa	0	
3rn3Z8YeRa	0	
3rn3ZvV1Ra	1	0.01
3rn3bxPeRa	1	0.07
3rn3k3x0Ra	0	
3rn3m1qPRa	0	
3rn3m5B0Ra	3	
3rn3n4MLRa	1	0.01
3rn3pjQ7Ra	1	0.15
3rn3qgBnRa	1	0.21
3rn3vPleRa	1	0.51
3rn3wLXDRa	1	0.15
3rn3wVy0Ra	2	
3rn3ypy0Ra	0	
3rn3yzV1Ra	1	0.02
3rn3zLv0Ra	0	
3rn419jeOa	1	0.35
3rn44gaWOa	0	
3rn49akaOa	1	0.06
3rn4LmGeOa	0	
3rn4NexWOa	0	
3rn4a4v0Oa	1	0.04
3rn4bpY7Oa	0	
3rn4dDvaOa	0	
3rn4kYyLOa	0	
3rn4m0PLOa	0	
3rn4mQg0Oa	1	0.1
3rn4nmg6Oa	1	0.23
3rn4p7B6Oa	0	
3rn4q6a7Oa	0	
3rn4q6qWOa	0	
3rn4xM16Oa	0	
3rn4zVqaOa	4	
3rn4zdD0Oa	0	
3rna0PyPoa	1	0.01
3rna0Z26oa	0	
3rna10L7oa	0	
3rna2p4Woa	1	0.03
3rna43v7oa	0	
3rna5GeWoa	0	
3rna6qYaoa	0	
3rna6xMaoa	0	
3rna7vD7oa	5	
3rna8vXnoa	0	
3rna943noa	0	
3rna95V1oa	0	
3rna98Kaoa	0	
3rna9YEWoa	0	
3rnaB5zWoa	0	
3rnaBMa6oa	1	0.17
3rnaDEnLoa	0	
3rnaDY3Loa	1	0.17
3rnaDd06oa	1	0.24
3rnaElYeoa	0	
3rnaGWqnoa	0	
3rnaJ5n7oa	1	0.34
3rnaKJ36oa	1	0.15
3rnaMmNeoa	1	0.06
3rnaMvd1oa	1	0.31
3rnaPDp6oa	1	0.03
3rnaPNZDoa	0	
3rnaPyL0oa	0	
3rnaWWLWoa	1	0.06
3rnaWkanoa	0	
3rnaZWGLoa	0	
3rnaZwD0oa	0	
3rnaaZJ6oa	0	
3rnadPJ0oa	1	0.55
3rnae3m7oa	0	
3rnagNL7oa	0	
3rnagZX7oa	0	
3rnak8M1oa	1	0.25
3rnakVXPoa	1	0.05
3rnakxM1oa	1	0.02
3rnalLJ6oa	0	
3rnanay7oa	2	
3rnapXe0oa	1	0.27
3rnax6Bnoa	0	
3rnaxm0Loa	1	0.13
3rnaxzy6oa	1	0.39
3rnay9YDoa	2	
3rnazZWaoa	2	
3rnz1lJWra	1	0.22
3rnz1wW6ra	1	0.13
3rnz1wX1ra	1	0.07
3rnz38w6ra	0	
3rnz3Y77ra	1	0.12
3rnz3ZKara	1	0.29
3rnz3baDra	1	0.25
3rnz4JJLra	0	
3rnz4Vgnra	1	0.14
3rnz4pX6ra	1	0.37
3rnz4qJnra	1	0.13
3rnz4yVera	1	0.24
3rnz7Gvera	0	
3rnz7L1nra	2	
3rnzB5bnra	0	
3rnzBDVWra	1	0.07
3rnzBWyara	1	0.27
3rnzBp4Lra	2	
3rnzKYN7ra	0	
3rnzKb7Wra	1	1
3rnzNX6nra	1	0.18
3rnzNja6ra	0	
3rnzQnz1ra	1	0.18
3rnzQpmLra	1	0.14
3rnzaDp7ra	1	0.54
3rnzaPqPra	1	0.07
3rnzaqq6ra	0	
3rnzdKDDra	0	
3rnzdP4Lra	1	0.23
3rnzdk6Wra	1	0.27
3rnzmwe1ra	1	0.14
3rnzv9ELra	0	
3rnzvEbLra	1	0.02
3rnzvWx0ra	1	0.35
3rnzyPyWra	1	0.29
3rnzz5Z7ra	1	0.15
3rnzzBlera	0	
3rnzzKEara	1	0.13
4AoG00e9rv	1	0.04
4AoG0Bwqrv	1	0.31
4AoG0GvBrv	1	0.27
4AoG0mzVrv	0	
4AoG2QxVOv	1	0.03
4AoG3Zqxov	0	
4AoG3vqPov	0	
4AoG5vMBRv	0	
4AoG6B41Ov	2	
4AoG9j2PRv	1	0.12
4AoG9qe9Rv	1	0.45
4AoGDeeBrv	0	
4AoGENnxRv	2	
4AoGG4kPov	1	0.03
4AoGGGb8ov	1	0.64
4AoGJEQ1Ov	1	0.14
4AoGJl02Ov	1	0.01
4AoGJvn8Ov	1	0.63
4AoGJzGBOv	1	0.16
4AoGKQL8ov	0	
4AoGM3k9Rv	1	0.25
4AoGN6j7Ov	1	0.15
4AoGQjyVRv	0	
4AoGX0gVrv	0	
4AoGX3J9rv	0	
4AoGXJZzrv	1	0.29
4AoGY719Rv	1	0.14
4AoGZGy7Ov	0	
4AoGayPzRv	1	0.01
4AoGazAVRv	0	
4AoGazG2Rv	0	
4AoGb2D9Ov	1	0.15
4AoGbpAxOv	1	0.1
4AoGeWnVRv	2	
4AoGkzvxov	1	0.1
4AoGlByzrv	0	
4AoGmz88Rv	0	
4AoGnJ51Ov	2	
4AoGpDZ2rv	2	
4AoGv7NqOv	2	
4AoGxjA8rv	0	
4AoGxkn2rv	1	0.04
4AoGxnVqrv	1	0.31
4AoGxqNVrv	0	
4AoGyAAxRv	0	
4AoGyEMPRv	1	0.35
4AoGz4GVOv	0	
4Og10wVWrE	1	0.01
4Og15n2BrE	0	
4Og16085rE	1	0.14
4Og1AGPYrE	0	
4Og1Bky9rE	0	
4Og1DNwJrE	0	
4Og1Jy1WrE	1	0.04
4Og1LZb9rE	0	
4Og1NN2jrE	1	0.12
4Og1QlgBrE	1	0.27
4Og1V6J5rE	2	
4Og1WQDLrE	1	0.41
4Og1XlzPrE	1	0.16
4Og1XnxBrE	1	0.59
4Og1YV0JrE	2	
4Og1ZAYPrE	0	
4Og1ZGGPrE	0	
4Og1b7WqrE	0	
4Og1d5QbrE	0	
4Og1d5YJrE	1	0.15
4Og1eYqBrE	0	
4Og1eZX5rE	0	
4Og1g6jWrE	1	0.21
4Og1gZKYrE	1	0.22
4Og1vqj9rE	1	0.15
4Og1x4lLrE	0	
4Og1xpKjrE	0	
4Og1yQQbrE	2	
4OgQ1gP9rE	0	
4OgQ1yLBrE	0	
4OgQ4q5JrE	1	0.22
4OgQ4xPjrE	1	0.12
4OgQA2vJrE	2	
4OgQBW6brE	0	
4OgQBdBqrE	0	
4OgQBx7brE	0	
4OgQKNYqrE	0	
4OgQMkwBrE	1	0.15
4OgQMpeBrE	0	
4OgQQQ0YrE	1	0.17
4OgQW4d5rE	1	0.1
4OgQW4l9rE	0	
4OgQXVbYrE	0	
4OgQY2xYrE	2	
4OgQYw2WrE	4	
4OgQaD45rE	0	
4OgQdG3jrE	1	0.31
4OgQdbDPrE	1	0.36
4OgQk40YrE	0	
4OgQkb05rE	1	0.34
4OgQn9xqrE	1	0.47
4OgQng6WrE	1	0.08
4OgQxXVLrE	0	
4Ogj1kEJRE	0	
4Ogj22LBRE	0	
4Ogj2AQWRE	1	0.25
4Ogj2DEYRE	0	
4Ogj7L4qRE	0	
4Ogj7kLJRE	0	
4OgjBlp5RE	1	0.15
4OgjBq3PRE	0	
4OgjE4kLRE	0	
4OgjEEv9RE	0	
4OgjJjZqRE	2	
4OgjJlKWRE	0	
4OgjJp69RE	1	0.39
4OgjJxVbRE	0	
4OgjQ7JYRE	0	
4OgjVLMjRE	2	
4OgjVLmLRE	0	
4OgjeZ3bRE	0	
4OgjjebYRE	1	0.1
4OgjlVqPRE	1	0.1
4OgjlWNLRE	1	0.09
4OgjlX9WRE	1	0.01
4OgjlXybRE	1	0.17
4Ogjlp55RE	0	
4OgjnLWBRE	0	
4OgjwWkLRE	1	0.01
4OgjwzNJRE	0	
4OgjyQDJRE	0	
4OgjygKBRE	0	
4OgjzDqBRE	1	0.25
4OgjzGPYRE	1	0.4
4OgjzeVJRE	1	0.31
4Ogjzw2jRE	0	
4Ogjzzv5RE	2	
4Ogn0w3PRE	1	0.22
4Ogn19PPRE	1	0.17
4Ogn1XX9RE	0	
