Video_ID	showup	smile_duration	duration	smile_proportion
2875824	1	2670	12240	0.2181372549019608
2878530	0			
2888984	0			
2901328	0			
2919514	1	420	5190	0.08092485549132948
2922652	0			
2926990	1	11610	11790	0.9847328244274809
2932442	0			
2937632	0			
2942738	0			
2953166	1	1350	1350	1.0
2961922	0			
2966310	0			
2966930	1	180	18900	0.009523809523809525
2969728	0			
2970812	0			
2976586	1	0	11190	0.0
297742	1	0	1440	0.0
297762	1	0	2040	0.0
298522	1	510	3360	0.15178571428571427
298558	1	0	2910	0.0
2990476	1	330	19110	0.01726844583987441
2993466	0			
3001538	0			
3006088	1	39780	39780	1.0
300756	0			
3019426	1	1620	8310	0.19494584837545126
3020540	0			
302478	1	0	5301	0.0
302562	1	2280	26640	0.08558558558558559
3035392	1	30	22050	0.0013605442176870747
3038260	1	330	16290	0.020257826887661142
3040878	0			
3043984	0			
304426	1	0	3270	0.0
3047214	1	0	12420	0.0
3049376	1	0	810	0.0
3057100	0			
3060528	0			
306360	1	30	1770	0.01694915254237288
3089588	1	90	35160	0.002559726962457338
3092046	0			
3097088	0			
3097894	1	450	18060	0.024916943521594685
3103622	1	960	9720	0.09876543209876543
3109146	1	0	44040	0.0
3110848	1	930	930	1.0
3115584	1	3450	17880	0.1929530201342282
3118336	1	0	360	0.0
311870	1	87	19923	0.004366812227074236
3124182	0			
3133322	0			
3133458	1	720	24060	0.029925187032418952
3137154	1	2670	2700	0.9888888888888889
3150392	1	480	780	0.6153846153846154
3152590	1	0	13410	0.0
3158874	1	240	78480	0.0030581039755351682
317030	1	0	3450	0.0
3170970	1	2100	8430	0.2491103202846975
317452	0			
317572	1	450	19770	0.02276176024279211
3195180	1	4200	4200	1.0
3197824	0			
321410	1	90	15480	0.005813953488372093
3219379	0			
322118	0			
3229723	1	4110	4110	1.0
3232703	0			
3233551	1	90	2790	0.03225806451612903
323916	1	60	12690	0.004728132387706856
323950	0			
3242234	1	0	2640	0.0
3251462	1	0	360	0.0
3253418	0			
3274496	1	8850	105570	0.08383063370275647
32908	1	0	330	0.0
3290856	0			
3293370	1	1230	2850	0.43157894736842106
3304466	0			
3304948	1	420	4200	0.1
3309052	0			
3316274	1	120	12630	0.009501187648456057
331968	0			
3325794	1	210	18600	0.01129032258064516
3326866	1	8430	105240	0.08010262257696693
332848	0			
3340850	1	3630	4050	0.8962962962962963
3342284	0			
3349106	1	0	2370	0.0
3355370	0			
3368636	1	0	330	0.0
3369512	1	0	1980	0.0
3369594	1	840	8220	0.10218978102189781
3384718	0			
3385322	1	2040	2040	1.0
3385750	1	1800	47430	0.03795066413662239
3387028	0			
3389296	1	3930	7980	0.4924812030075188
3393972	1	1140	1140	1.0
3395102	0			
3399782	1	30	480	0.0625
3402012	1	0	3660	0.0
3402742	0			
3407372	1	600	8880	0.06756756756756757
3417826	1	390	8790	0.04436860068259386
3432566	1	2190	10440	0.20977011494252873
3432872	1	0	3810	0.0
3451188	1	2550	2820	0.9042553191489362
3452910	0			
3456190	1	14670	18660	0.7861736334405145
3457446	1	30	630	0.047619047619047616
3457524	1	360	1110	0.32432432432432434
3460194	1	4200	4200	1.0
3460830	0			
3476420	1	4410	54990	0.08019639934533551
3482444	0			
3493058	0			
3498214	1	1320	4710	0.2802547770700637
3501982	1	2640	14850	0.17777777777777778
3510688	1	480	25410	0.018890200708382526
3511704	1	2760	22980	0.12010443864229765
35131	0			
3520590	0			
3527368	1	9150	9150	1.0
3528104	0			
353044	0			
3540520	1	1410	65490	0.02153000458085204
354324	1	270	25320	0.01066350710900474
354336	1	450	24240	0.018564356435643563
3545622	1	5250	8430	0.6227758007117438
3551994	0			
355622	1	4814	18357	0.26224328593996843
3557761	0			
3560337	0			
3567021	0			
3572827	0			
3575637	1	1050	13500	0.07777777777777778
3576823	1	0	15330	0.0
3580551	1	3390	8940	0.37919463087248323
358062	1	0	840	0.0
3584638	1	930	9900	0.09393939393939393
358866	0			
3595862	1	3000	11190	0.2680965147453083
3603368	0			
3613634	0			
3625068	1	0	16500	0.0
362530	1	2850	5190	0.5491329479768786
3627088	1	270	27000	0.01
3628948	1	0	1020	0.0
3631468	1	0	11910	0.0
3633046	0			
3633596	1	10590	107820	0.09821925431274346
3635938	1	11490	123540	0.09300631374453618
3637198	1	750	8610	0.08710801393728224
3647822	0			
364810	1	2520	15240	0.16535433070866143
3650670	1	30	7080	0.00423728813559322
3682432	1	0	8760	0.0
3697704	0			
3700690	0			
371832	0			
3720482	1	0	11520	0.0
3720538	1	30	3510	0.008547008547008548
372234	1	48	12936	0.0037105751391465678
3722690	1	900	18750	0.048
3727188	0			
3729562	1	720	9510	0.07570977917981073
3734830	1	0	3300	0.0
3736794	1	690	780	0.8846153846153846
3739392	1	0	11250	0.0
3744018	1	0	22770	0.0
375594	1	720	26160	0.027522935779816515
3757194	1	0	3300	0.0
3766346	1	0	9540	0.0
3774670	1	510	7050	0.07234042553191489
3774922	1	1050	10080	0.10416666666666667
3781118	1	0	12900	0.0
379196	0			
3797388	1	1500	16950	0.08849557522123894
3798550	1	480	480	1.0
3799798	0			
3800356	1	30	7470	0.004016064257028112
3801800	1	810	30480	0.0265748031496063
3809768	0			
3824020	1	1500	10560	0.14204545454545456
3825460	1	60	7500	0.008
3829144	1	510	29820	0.01710261569416499
3829202	0			
3829422	1	300	9420	0.03184713375796178
3831178	1	30	690	0.043478260869565216
3847956	1	900	21930	0.04103967168262654
3849992	1	480	24060	0.0199501246882793
3851686	1	1080	9390	0.11501597444089456
3853970	1	120	13380	0.008968609865470852
3855496	1	30	16950	0.0017699115044247787
3862092	1	2910	16950	0.17168141592920355
386714	1	50	750	0.06666666666666667
386922	1	0	570	0.0
3870926	1	0	33930	0.0
3871752	1	1260	8550	0.14736842105263157
388164	0			
3893726	1	0	2970	0.0
3895288	0			
3900086	1	3480	40050	0.08689138576779026
3939422	1	0	3600	0.0
3959190	1	7140	25050	0.28502994011976046
3960900	0			
3962606	1	300	5850	0.05128205128205128
3964066	1	480	8550	0.056140350877192984
3975332	0			
3980646	1	30	23310	0.001287001287001287
3987782	1	0	360	0.0
3990762	1	0	12480	0.0
3991760	0			
3993002	0			
3995812	1	960	13440	0.07142857142857142
4003008	0			
40039	1	30	8160	0.003676470588235294
400858	1	1110	20940	0.05300859598853868
4008828	1	4590	10230	0.44868035190615835
4021104	1	3030	48150	0.06292834890965732
402836	0			
403468	1	1711	12615	0.135632183908046
403628	1	0	600	0.0
4053336	1	2310	5730	0.4031413612565445
407984	1	1260	1260	1.0
4081946	0			
408440	0			
4095936	1	1080	15750	0.06857142857142857
4102310	1	1050	1830	0.5737704918032787
41145	1	0	9960	0.0
411778	0			
4121782	1	60	660	0.09090909090909091
4123160	1	1980	9750	0.20307692307692307
4141596	0			
4142896	1	780	33180	0.023508137432188065
4149374	1	1050	27030	0.038845726970033294
4195250	1	2550	19020	0.13406940063091483
41961	1	22980	22980	1.0
421054	1	2190	12540	0.17464114832535885
42146	1	0	630	0.0
42197	0			
4228602	1	1110	1650	0.6727272727272727
4230404	1	30	2370	0.012658227848101266
4231428	1	2670	4770	0.559748427672956
42491	1	10320	10320	1.0
42634	1	12420	12420	1.0
42640	1	1500	5160	0.29069767441860467
42642	1	19050	19050	1.0
42643	0			
42645	1	27600	27600	1.0
42651	0			
427332	1	6816	6888	0.9895470383275261
429080	0			
430408	0			
43319	1	0	5550	0.0
43441	1	1500	5160	0.29069767441860467
436488	0			
439362	0			
44319	0			
443584	1	0	6000	0.0
445916	1	90	4320	0.020833333333333332
447362	0			
44836	0			
450694	1	0	1824	0.0
45136	0			
45139	0			
455452	0			
46010	1	1566	26941	0.0581270182992465
462474	0			
46927	1	780	59130	0.013191273465246067
469526	0			
471428	1	4700	26750	0.17570093457943925
472892	1	0	11745	0.0
472970	1	0	1325	0.0
474150	1	390	5250	0.07428571428571429
474212	1	30	10350	0.002898550724637681
474928	0			
476622	0			
482534	1	60	15660	0.0038314176245210726
484132	1	2280	2280	1.0
485889	1	9510	39750	0.23924528301886794
48841	1	0	10614	0.0
489146	1	0	630	0.0
493014	0			
494800	1	630	8640	0.07291666666666667
498236	1	30	8400	0.0035714285714285713
49886	1	0	9450	0.0
502240	1	250	16000	0.015625
502772	0			
515326	0			
516846	1	0	630	0.0
519776	1	0	510	0.0
528440	1	0	3660	0.0
529424	0			
530246	0			
543212	0			
543242	0			
548044	1	0	6780	0.0
548764	0			
551968	0			
564966	0			
569436	1	0	275	0.0
570704	0			
571394	1	660	20700	0.03188405797101449
57415	1	408	12384	0.03294573643410853
575676	1	9480	11280	0.8404255319148937
576636	1	1170	1290	0.9069767441860465
576906	1	0	3000	0.0
576946	1	450	10770	0.04178272980501393
578534	0			
581598	0			
584410	1	0	1440	0.0
58977	0			
591714	1	0	1830	0.0
591724	1	0	720	0.0
592338	0			
593460	1	0	1350	0.0
593962	1	3390	3390	1.0
595258	1	30	2940	0.01020408163265306
596598	1	420	10530	0.039886039886039885
597716	1	3660	15450	0.23689320388349513
602032	1	30	10740	0.002793296089385475
607876	0			
612038	0			
613190	1	0	7920	0.0
615206	1	330	9240	0.03571428571428571
625568	1	150	21030	0.007132667617689016
627540	0			
627706	1	0	1410	0.0
631166	0			
631584	1	0	6510	0.0
635824	1	960	19320	0.049689440993788817
637176	1	2610	7230	0.36099585062240663
637452	1	0	9657	0.0
637922	1	1102	6960	0.15833333333333333
638966	1	0	1590	0.0
639434	1	2700	2730	0.989010989010989
640062	1	0	2376	0.0
640100	1	1740	12930	0.1345707656612529
641132	1	450	16020	0.028089887640449437
642060	1	0	783	0.0
648826	1	120	16890	0.007104795737122558
658766	1	6030	14850	0.40606060606060607
66383	0			
664242	1	1200	19950	0.06015037593984962
665866	1	3450	3450	1.0
671578	1	25	3950	0.006329113924050633
672682	1	1320	17010	0.07760141093474426
676764	0			
680044	1	0	1110	0.0
682986	0			
684784	1	4890	14190	0.34460887949260044
688244	0			
689868	0			
690894	1	10	1660	0.006024096385542169
692176	0			
696594	1	480	24840	0.01932367149758454
696616	1	0	5340	0.0
698278	1	6780	27660	0.24511930585683298
700080	1	1620	12990	0.12471131639722864
702258	0			
702278	0			
703770	0			
706670	1	0	600	0.0
709500	0			
713258	1	45	1725	0.02608695652173913
714188	1	4530	13800	0.3282608695652174
716136	1	1449	6969	0.2079207920792079
722174	1	3570	25020	0.14268585131894485
724596	0			
725872	0			
730414	1	60	3510	0.017094017094017096
73860	0			
738624	1	120	16290	0.007366482504604052
738910	1	0	435	0.0
739390	1	1530	20160	0.07589285714285714
740404	1	30	9570	0.003134796238244514
742106	1	2520	11220	0.22459893048128343
743568	0			
743914	1	0	300	0.0
746432	0			
748880	1	0	13890	0.0
754028	1	930	2010	0.4626865671641791
757450	1	0	5580	0.0
760990	1	1080	14850	0.07272727272727272
765562	1	1905	2340	0.8141025641025641
767256	0			
770656	1	0	1110	0.0
777276	1	1860	9765	0.19047619047619047
777444	1	232	14094	0.01646090534979424
781954	1	2040	2070	0.9855072463768116
789186	0			
792216	1	3390	3390	1.0
797762	1	240	15420	0.01556420233463035
798740	1	800	5550	0.14414414414414414
806130	1	4140	18450	0.22439024390243903
808506	1	30	19830	0.0015128593040847202
815482	1	3420	3420	1.0
819434	1	0	22050	0.0
820114	0			
822808	0			
828420	1	0	2325	0.0
830994	0			
831940	1	270	2490	0.10843373493975904
833770	1	0	16632	0.0
834558	1	480	4980	0.0963855421686747
834836	0			
843706	0			
855172	1	4727	13659	0.346072186836518
866584	1	5640	22590	0.249667994687915
871358	1	0	4680	0.0
878748	1	0	1170	0.0
881378	1	0	720	0.0
885443	1	3210	3210	1.0
888716	1	1530	10470	0.14613180515759314
891484	1	0	912	0.0
891490	1	0	17190	0.0
895936	0			
902888	1	30	3060	0.00980392156862745
904986	1	0	15510	0.0
907444	0			
918688	1	0	928	0.0
930126	1	5730	5730	1.0
943734	1	6870	6870	1.0
945750	0			
948974	1	0	660	0.0
951050	0			
952908	1	0	17429	0.0
955754	0			
964680	1	840	10200	0.08235294117647059
964828	0			
965306	1	1700	17000	0.1
965832	1	720	11190	0.064343163538874
968248	0			
97338	1	705	705	1.0
975046	0			
980408	1	200	13025	0.015355086372360844
984830	1	0	8640	0.0
985922	0			
986034	0			
993160	1	6200	6200	1.0
999228	1	1081	22609	0.04781281790437437
