Video_ID	Name_of_Tch_1	gender
1154162	Jalpan Dave	male
3627088	Col (Dr) Shabbar Shahid. M-Tech, MBA(Fin), CE, FIE(I), PhD	male
3829144	Col (Dr) Shabbar Shahid. M-Tech, MBA(Fin), CE, FIE(I), PhD	male
149178	Huntly Mayo Malasky	male
2596548	Shashank Jani	male
472970	Khari Parker	male
3960900	Salem Ali	male
1742040	Justin Lake	male
3452910	Kenny Simon	male
3233551	Jorge E. Matos, Ph.D.	male
2085058	Analyst Prep	male
2280316	Analyst Prep	male
2269720	Analyst Prep	male
2301996	Analyst Prep	male
1070968	VBA Finance	male
2239426	Upclass - Investing & Finance Coaching	male
116128	Niche Tyrant	male
638966	Algotech Trading	male
680044	Daniel Alejandro	male
1472624	Hafiz Mehmood	male
641132	Stacy Johnson, CPA, Money Talks News	male
3964066	Tiffany Groode	female
4053336	Mariel Aim	female
439362	Alex Liberter	male
3460830	Blockchain Post	male
639434	Sandy Ingram	male
3115584	ISSAC Asimov	male
1697444	Almir Colan	male
462474	Bruce Tretzen	male
1527712	Easy Learn	unknown
3647822	Iulian - LearnWithMe	male
2060525	CA Tarannum Khatri	female
4195250	Tim Julian Ivajn?i?	male
698278	Global Finance School	male
1719914	Nagarjun Nagesh	male
2722342	Dr Ajay Shukla Ph.D (Finance)	male
2774884	Randy Priem	male
581598	Bruce Levy	male
2563388	Kamlesh Rajpal	male
35131	TeachUcomp, Inc.	male
2068153	Ken Burke	male
3511704	Sandesh Banger	male
3722690	Sandesh Banger	male
4021104	Sandesh Banger	male
3510688	Mary Bee	female
3809768	Learning District	male
2875824	Sameh Elsayed	female
443584	Alex Gorbunov	male
696594	Joan Sotkin	female
1563408	David Weinstock	male
3349106	Pierre-Olivier Baudot	male
26484	Aaron P. Coleman	male
2418110	Frank Valentine	male
1218896	Jimmy Hernandez	male
3774670	Amber M.	female
2756266	cryptoSoup Learning	male
3825460	cryptoSoup Learning	male
3862092	Janos Raduly	male
2665920	Mall Academy	female
1549364	SAP Training Now & OJAYO SAP education university	male
1062092	Winston Wee	male
830994	Winston Wee	male
3853970	Carlos Martinez, PhD	male
2236494	Mutaz Alshoweiki, CMA	male
2201790	Joseph @ Wisdify	male
2288029	Partha Majumdar	male
964828	Terence Soo	male
3990762	Mason Versluis	male
160322	Dr. Jeelani S. F.	male
1906732	Mustafa Kucukakarsu	male
300756	Raja R	male
2271686	Chetan Mirani	male
4003008	Aumkar Bhamangol	male
4141596	RJ Austria	unknown
671578	Edward Lomax	male
331968	Trade Prosper	unknown
743914	Lars Christian Haugen	male
1273030	Andreas Zeitler	male
3855496	Crypto upscale	male
3389296	Joy D Moyo	female
1547758	Tanweer Sheikh	male
472892	Evita Ochel	female
2555800	ICAN Consultancy	male
1377098	Brendan Ellis	male
2942738	Atikur R Barbhuiya	male
530246	Kas Education	male
1607526	TWR Internet Solutions Ltd	male
372234	Eduson TV	female
642060	Mikesh Shah	male
3797388	TUNG PHAN	male
3829202	Investing Educator	male
1595104	Steve Liguori	male
3557761	Claudiu Ivan	male
3060528	Amar Raja	male
2937632	Paul Ardennes	male
2630068	Uplatz Training	female
3595862	Wilmer Toro	male
3432566	TradersPortal Trading	male
952908	Charlie Cameron	male
1705404	Roman Sadowski	male
2008984	Russell Birkholtz	male
777276	Chris Severson	male
2087328	Step by Step Investment and Business	male
1020088	Denis Popivoda	male
2966310	Tawanda Irvine Makoni	female
2290947	Jason Diptee	male
1726984	Bryan Truong	male
46010	Co-Founder & CEO of TechniTraderR	female
