Id,Title,Blurb,Category_A,Category_B,Category_C,Language,Length_of_Video,Marked_Price,Rating,Reviews_Num,Selling_Price,Students_Num,Students_of_Tch_1,Name_of_Tch_1,Courses_of_Tch_1,Reviews_of_Tch_1,Rating_of_Tch_1,Url
648826,The Complete Financial Analyst Course 2021,"Excel, Accounting, Financial Statement Analysis, Business Analysis, Financial Math, PowerPoint: Everything is Included!",Finance & Accounting,Financial Modeling & Analysis,Financial Analysis,English,18.5 hours,109.99,4.5653076,61510,11.99,310728,1627132,365 Careers,77,481343,4.555029251,https://www.udemy.com/course/the-complete-financial-analyst-course/
321410,Beginner to Pro in Excel: Financial Modeling and Valuation,Financial Modeling in Excel that would allow you to walk into a job and be a rockstar from day one!,Finance & Accounting,Financial Modeling & Analysis,Financial Modeling,English,14 hours,119.99,4.554409,37247,12.99,158161,1627132,365 Careers,77,481343,4.555029251,https://www.udemy.com/course/beginner-to-pro-in-excel-financial-modeling-and-valuation/
964680,Investing In Stocks  The Complete Course! (13 Hour),Master Stock Market Investing & Trading in the Stock Market. Top Instructor & Millionaire Investor. Investing & Trading,Finance & Accounting,Investing & Trading,Stock Trading,English,13.5 hours,99.99,4.4275413,29531,11.99,152724,382185,"Steve Ballinger, MBA",35,52126,4.463459839,https://www.udemy.com/course/investing-in-stocks/
1202988,The Complete Financial Analyst Training & Investing Course,"Succeed as a Financial Analyst &Investor by Award Winning MBA Prof who worked @Goldman, in Hedge Funds & Venture Capital",Finance & Accounting,Investing & Trading,Financial Analysis,English,22.5 hours,124.99,4.574907,27608,21.99,228096,1123093,Chris Haroun,59,176764,4.524776514,https://www.udemy.com/course/the-complete-financial-analyst-training-and-investing-course/
965832,The Complete Investment Banking Course 2021,"The #1 Course to Land a Job in Investment Banking. IPOs, Bonds, M&A, Trading, LBOs, Valuation: Everything is included!",Finance & Accounting,Financial Modeling & Analysis,Investment Banking,English,9 hours,109.99,4.5447392,26554,19.99,113164,1627516,365 Careers,77,481339,4.555029251,https://www.udemy.com/course/the-complete-investment-banking-course-2016/
888716,"Introduction to Finance, Accounting, Modeling and Valuation","Learn Finance & Accounting from Scratch by an Award Winning MBA Professor, Ivy Grad, worked @ Goldman & VC",Finance & Accounting,Accounting & Bookkeeping,Accounting,English,4.5 hours,119.99,4.48625,24207,20.99,169322,1123093,Chris Haroun,59,176764,4.524776514,https://www.udemy.com/course/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/
1035472,Python for Finance: Investment Fundamentals & Data Analytics,Learn Python Programming and Conduct Real-World Financial Analysis in Python - Complete Python Training,Finance & Accounting,Financial Modeling & Analysis,Python,English,9 hours,119.99,4.6425047,23139,20.99,108212,1627516,365 Careers,77,481339,4.555446232,https://www.udemy.com/course/python-for-finance-investment-fundamentals-data-analytics/
1223900,Cryptocurrency Investment Course 2021: Fund your Retirement!,"Complete A-Z Guide to Bitcoin, Blockchain, Ethereum, Altcoins, Metaverse, NFT, DeFi & investing to fund your retirement!",Finance & Accounting,Cryptocurrency & Blockchain,Cryptocurrency,English,13.5 hours,84.99,4.664514,15609,14.99,64481,378239,Suppoman ?,31,43968,4.464631189,https://www.udemy.com/course/cryptocurrency/
1623098,The Complete Cryptocurrency Course: More than 5 Courses in 1,"Learn everything you need to know about cryptocurrency and blockchain, including investing, mining and much more!",Finance & Accounting,Cryptocurrency & Blockchain,Cryptocurrency,English,24 hours,99.99,4.5700126,10897,17.99,120544,1122457,Chris Haroun,59,176550,4.525178867,https://www.udemy.com/course/the-complete-cryptocurrency-course-more-than-5-courses-in-1/
48841,Accounting in 60 Minutes - A Brief Introduction,Learn the very basics of accounting in just about an hour.,Finance & Accounting,Accounting & Bookkeeping,Accounting,English,1 hour,34.99,4.5104995,10582,14.99,83943,89168,Vincent Turner,3,11013,4.487801189,https://www.udemy.com/course/accounting-in-60-minutes-a-brief-introduction/
640100,Accounting & Financial Statement Analysis: Complete Training,Accounting & Financial Ratio Analysis made easy. Learn important accounting skills that will get your foot in the door!,Finance & Accounting,Accounting & Bookkeeping,Financial Accounting,English,3.5 hours,109.99,4.579232,9650,19.99,49178,1626269,365 Careers,77,480841,4.554101469,https://www.udemy.com/course/accounting-fsa-a-solid-foundation-for-a-career-in-finance/
1400386,Bitcoin & Cryptocurrency Trading 2021: Achieve Wins Daily!,The Complete Guide to Cryptocurrency Trading and accumulating profits for your retirement!,Finance & Accounting,Cryptocurrency & Blockchain,Cryptocurrency,English,5.5 hours,99.99,4.570329,7289,17.99,29450,378239,Suppoman ?,31,43968,4.464631189,https://www.udemy.com/course/cryptocurrencytrading/
1356742,"The Complete Personal Finance Course: Save,Protect,Make More","3 Courses in 1! Save,Protect & Make More! By an Award Winning MBA Professor, VC & Best Selling Online Business Teacher.",Finance & Accounting,Finance,Personal Finance,English,16 hours,119.99,4.6494756,7235,20.99,117209,1122457,Chris Haroun,59,176550,4.525178867,https://www.udemy.com/course/the-complete-personal-finance-course-save-protect-make-more/
985922,Excel Crash Course: Master Excel for Financial Analysis,"Beginner to Advanced: Learn Excel Shortcuts, Formulas & Functions for Financial Modeling & Corporate Finance",Finance & Accounting,Financial Modeling & Analysis,Excel,English,3.5 hours,44.99,4.6065598,6831,15.99,28123,110466,Tim Vipond,3,16071,4.551438432,https://www.udemy.com/course/excel-crash-course-master-excel-for-financial-analysis/
43319,Options Trading Basics (3-Course Bundle),"A bundle combines 1)Intro to Call and Put Options 2) Time decay, Implied Volatility, Greeks 3) Call and Puts Live trades",Finance & Accounting,Investing & Trading,Options Trading,English,11.5 hours,89.99,4.513265,6339,15.99,38743,94833,Hari Swaminathan,31,14573,4.420163269,https://www.udemy.com/course/learn-options-trading-courses/
2577854,"Altcoin Ratings, Reviews, & Price Analysis System",*I'M NOT A FINANCIAL ADVISER & THIS IS NOT FINANCIAL ADVICE*,Finance & Accounting,Cryptocurrency & Blockchain,Personal Finance,English,9 hours,84.99,4.7202473,6296,14.99,21534,21604,The Bearable Bull,1,6296,4.7245426,https://www.udemy.com/course/the-bulls-ratings-reviews-course/
203732,Value Investing Bootcamp: How to Invest Wisely,"Learn the Secrets of the Best Stock Investors, Manage Your Own Portfolio, And Earn Market Beating Returns",Finance & Accounting,Investing & Trading,Value Investing,English,3.5 hours,109.99,4.560799,5799,19.99,37723,37729,Nick Kraakman,1,5799,4.567846,https://www.udemy.com/course/value-investing-bootcamp-how-to-invest-wisely/
739390,Financial Planning & Analysis: Building a Company's Budget,Learn the Fundamentals of Financial Planning and Position Your Career for Success!,Finance & Accounting,Financial Modeling & Analysis,Business Budgeting,English,3.5 hours,99.99,4.60053,5513,17.99,25231,1626269,365 Careers,77,480841,4.554101469,https://www.udemy.com/course/financial-planning-analysis-building-a-companys-budget/
746432,Start Trading Stocks Using Technical Analysis!,"Learn the secrets of professional trading from a former stock broker, and make profits investing today!",Finance & Accounting,Investing & Trading,Stock Trading,English,4 hours,84.99,4.562835,5440,14.99,23045,31873,Corey Halliday,9,9174,4.504336064,https://www.udemy.com/course/professional-stock-trader/
595258,Finance for Non-Finance: Learn Quick and Easy,"Obtain Suplemental Skills to Get a Raise, Better Job or Improve Your Own Business",Finance & Accounting,Finance,Finance Fundamentals,English,1.5 hours,19.99,4.5286794,5253,14.99,16771,16774,Anthony Jameson,1,5253,4.528655,https://www.udemy.com/course/finance-for-non-financials-make-profitable-decisions/
133428,Accounting: From Beginner to Advanced!,Learn accounting like never before. Learn easy and fast. Easy to understand Accounting. #1 accounting course online.,Finance & Accounting,Accounting & Bookkeeping,Accounting,English,4 hours,84.99,4.4972615,4763,14.99,20353,43770,"Stefan Ignatovski, Ph.D.",10,9290,4.376841668,https://www.udemy.com/course/accounting101/
696616,Stock Trading & Investing for Beginners 4-in-1 Course Bundle,Jumpstart your Stock Trading & Investing journey as Beginners in Stock Market. Learn both financial & technical analysis,Finance & Accounting,Investing & Trading,Stock Trading,English,9 hours,84.99,4.6480994,4096,14.99,23313,31601,Indian Insight,5,6250,4.558206101,https://www.udemy.com/course/complete-stock-market-starter-toolkit-for-beginners/
1316818,#1 Cryptocurrency Long-term Investment Opportunity 2017/2018,Learn Long-term Cryptocurrency Investing and see which Alt Coin I think is the best investment opportunity in 2017!,Finance & Accounting,Cryptocurrency & Blockchain,Cryptocurrency,English,2 hours,84.99,2.8277323,4065,14.99,13938,378239,Suppoman ?,31,43968,4.464631189,https://www.udemy.com/course/cryptocurrency-course/
358062,Financial Modeling: Build a Complete DCF Valuation Model,The Ultimate Guide to Company Valuation For Aspiring Investment Bankers and Corporate Finance Practitioners,Finance & Accounting,Financial Modeling & Analysis,Financial Modeling,English,4 hours,94.99,4.461263,3960,17.99,22907,1626269,365 Careers,77,480841,4.554101469,https://www.udemy.com/course/learn-how-to-value-a-company-and-build-a-dcf-model/
1461614,The Complete Finance Manager Course 2021,"Financial Management, ERP systems, Accounting, Capital budgeting, Presentation design, Management, and Negotiation",Finance & Accounting,Financial Modeling & Analysis,Financial Management,English,13 hours,99.99,4.5002265,3805,17.99,24607,1626269,365 Careers,77,480841,4.554101469,https://www.udemy.com/course/the-complete-finance-manager-course/
1395988,CFAR Level 1 (21/22) - Complete Financial Reporting Analysis,Deep dive into FRA with the Bestselling CFAR prep course provider | With visual learning + Quizzes,Finance & Accounting,Finance Cert & Exam Prep,CFA,English,8 hours,124.99,4.652097,3766,21.99,24534,44454,"PrepNuggets | by Keith Tan, CFA",10,13910,4.605915039,https://www.udemy.com/course/cfa-level-1-fra-complete-mastery-course/
713258,Bookkeeping Basics #1:  Understand the Fundamentals,"Learn bookkeeping terms and concepts to make owners, employees & students more confident and successful!",Finance & Accounting,Accounting & Bookkeeping,Bookkeeping,English,4.5 hours,89.99,4.470182,3655,17.99,16281,18813,Ron Trucks,5,4796,4.468466937,https://www.udemy.com/course/bookkeeping-basics/
1326708,MBA ASAP Corporate Finance Fundamentals for Career Success,"Concepts and Tools of Financial Analysis, Investing, Money Management, and Decision Making",Finance & Accounting,Finance,Corporate Finance,English,6 hours,34.99,4.409763,3153,14.99,7067,7442,John Cousins,9,3191,4.353288369,https://www.udemy.com/course/corporate-finance-fundementals/
1753904,The Complete Cryptocurrency & Bitcoin Trading Course 2021,Cryptocurrency & Bitcoin Trading - Earn Extra Passive Income Weekly Trading Crypto & Altcoin Using Technical Analysis,Finance & Accounting,Cryptocurrency & Blockchain,Cryptocurrency,English,9.5 hours,84.99,4.482325,3125,14.99,13112,193942,Wealthy Education,58,30496,4.348904056,https://www.udemy.com/course/the-complete-cryptocurrency-trading-course/
627540,Weekly Options Trading - Credit Spreads & Iron Condors,My Blueprint for Trading Weekly Options,Finance & Accounting,Investing & Trading,Options Trading,English,1 hour,99.99,4.4444003,2999,17.99,16133,25229,Jeff Tompkins,7,6742,4.327478792,https://www.udemy.com/course/work-from-home-setup-your-own-options-trading-business/
400858,Bookkeeping & Accounting Masterclass - Beginner to Advanced,3 courses in 1 - Basic Bookkeeping to Advanced Financial Accounting and Financial Statements Preparation in just 8 hours,Finance & Accounting,Accounting & Bookkeeping,Accounting,English,8 hours,84.99,4.4719076,2882,14.99,83915,254522,Irfan Sharif,8,8687,4.47294202,https://www.udemy.com/course/accounting-for-entrepreneurs/
302562,Financial Accounting - #1 Ranked University: Course 1 of 5,"Honored by the President of the United States for outstanding teaching, learn Accounting from the self-made millionaire.",Finance & Accounting,Accounting & Bookkeeping,Accounting,English,24.5 hours,89.99,4.69549,2809,15.99,22903,23603,Norm Nemrow,5,3264,4.709958241,https://www.udemy.com/course/learnaccountingforfree/
49886,Business Analysis:  Working with Use Cases,An introductory course on use case modeling for Business Analysts or those looking to transition into a BA role.,Finance & Accounting,Financial Modeling & Analysis,Business Analysis,English,2 hours,84.99,4.5560517,2790,14.99,13905,84609,Don Hussey,7,29060,4.514767874,https://www.udemy.com/course/usecases/
1785552,CFAR Level 1 (2021/2022) - Complete Quantitative Methods,Deep dive into Quant with the Bestselling CFAR prep course provider | With visual learning + Quizzes,Finance & Accounting,Finance Cert & Exam Prep,CFA,English,8 hours,99.99,4.7475224,2753,20.99,15778,44454,"PrepNuggets | by Keith Tan, CFA",10,13910,4.605915039,https://www.udemy.com/course/cfa-level-1-complete-quantitative-methods/
1282650,#1 Cryptocurrency Investment Course: A Step-By-Step Guide,Join the New Economic Movement! Learn every thing you need to know about Cryptocurrency!,Finance & Accounting,Cryptocurrency & Blockchain,Cryptocurrency,English,4.5 hours,19.99,4.4435277,2689,14.99,7634,7914,Amol Gharte,2,2778,4.421817394,https://www.udemy.com/course/cryptosomniac/
1644756,Algorithmic Trading & Quantitative Analysis Using Python,Build fully automated trading system and Implement quantitative trading strategies using Python,Finance & Accounting,Investing & Trading,Algorithmic Trading,English,18.5 hours,49.99,4.556793,2670,18.99,20905,30073,Mayank Rasu,7,4544,4.55431618,https://www.udemy.com/course/algorithmic-trading-quantitative-analysis-using-python/
754028,Accounting - A Brief Introduction - in 60 Minutes,Learn the basics of financial accounting in one hour!,Finance & Accounting,Accounting & Bookkeeping,Financial Accounting,English,1 hour,29.99,4.595825,2575,14.99,26665,62086,"BrainyMoney and Son Han, CFA, CPA",7,6370,4.321878109,https://www.udemy.com/course/accounting-in-less-then-one-hour/
765562,"Comprehensive Guide to Financial Markets, Investing &Trading","A comprehensive (advanced) introduction to global financial markets, investing and trading in all financial assets",Finance & Accounting,Investing & Trading,Financial Trading,English,9 hours,89.99,4.448752,2553,15.99,15762,94833,Hari Swaminathan,31,14573,4.420163269,https://www.udemy.com/course/financial-markets-a-to-z-for-beginners/
1562686,The Credit Analyst Training course,"Learn the complete Credit Risk Analysis skills for jobs in Banks, Asset Management & Credit Rating Agencies",Finance & Accounting,Finance,Financial Analysis,English,2 hours,74.99,4.3428493,2482,14.99,9260,51085,Ashish Agarwal,15,9598,4.296591126,https://www.udemy.com/course/the-credit-analyst-skills-training-cast-course/
1349152,"Cryptocurrency: Complete Bitcoin, Ethereum, Altcoins! (8 HR)",Bitcoin & Other Cryptocurrency Is Growing Fast. Master Cryptocurrency Use & Successful Investing In Bitcoin & Altcoins!,Finance & Accounting,Cryptocurrency & Blockchain,Cryptocurrency,English,8 hours,94.99,4.6416035,2475,16.99,51326,381970,"Steve Ballinger, MBA",35,52075,4.46637239,https://www.udemy.com/course/cryptocurrency-complete-bitcoin-ethereum-course/
1400902,ADVANCED Swing Trading Strategy- Forex Trading/Stock Trading,Learn Swing Trading - A Technical Analysis Based Highly PROFITABLE Forex Trading & Stock Trading Strategy That Works!,Finance & Accounting,Investing & Trading,Swing Trading,English,4 hours,109.99,4.434304,2425,18.99,10949,12642,Syed Rahman,3,3571,4.487343136,https://www.udemy.com/course/advanced-swing-trading-strategy-master-of-all-strategies/
1899814,The Complete Technical Analysis Trading Course (New 2021),"Master Technical Analysis, Candlesticks & Chart Patterns For Forex, Stock Trading, Options Trading & Fibonacci Trading",Finance & Accounting,Investing & Trading,Technical Analysis,English,9.5 hours,84.99,4.3887386,2415,14.99,10767,194042,Wealthy Education,58,30496,4.348904056,https://www.udemy.com/course/the-complete-technical-analysis-course/
3385322,"Anti-Money Laundering Concepts: AML, KYC and Compliance","(Highest number of Students Enrolled) Anti-Money Laundering(AML), AML policies, AML KYC & AML Compliance",Finance & Accounting,Compliance,Anti-Money Laundering,English,1 hour,29.99,4.467669,2316,14.99,69956,256621,GenMan Solutions,6,6079,4.427919282,https://www.udemy.com/course/anti-money-laundering-aml-kyc/
3432872,Financial Analysis and Financial Modeling using MS Excel,Perform financial analysis & financial modeling using Microsoft excel. For people who want to become a Financial Analyst,Finance & Accounting,Financial Modeling & Analysis,Financial Analysis,English,10.5 hours,29.99,4.4513073,2252,14.99,121980,1356867,Start-Tech Academy,43,57373,4.457520138,https://www.udemy.com/course/excel-for-financial-analysis-financial-modeling/
353044,Investing 101: The Complete Online Investing Course 2021,Copy & Paste Investing System - Profitable Passive Income & ETF Investing Strategies For Growing Your Wealth Wisely!,Finance & Accounting,Investing & Trading,Investing,English,8 hours,109.99,4.3634357,2154,18.99,13092,194042,Wealthy Education,58,30496,4.348904056,https://www.udemy.com/course/online-investing-guide/
1554244,Investment Banking and Finance: Private Equity Finance,"Investment Banking and Finance: Private Equity Finance Masterclass: Fundraising, Valuation, PE Deals from Entry to Exit",Finance & Accounting,Finance,Private Equity,English,9 hours,99.99,4.562104,2142,17.99,10008,103972,"John Colley MBA, MA(Cantab)",31,6414,4.504015073,https://www.udemy.com/course/investment-banking-private-equity-101/
386922,Seeing the Big Picture: Understanding Financial Statements,Learn the key measures to look for on a financial statement so you can build your credibility and grow your company.,Finance & Accounting,Financial Modeling & Analysis,Financial Statement,English,31 mins,49.99,4.4855347,2053,49.99,6705,7352,Kevin Cope,1,2053,4.489323,https://www.udemy.com/course/seeing-the-big-picture-financial-statements-made-easy/
770656,The Core Four of Personal Finance including Recession Basics,A global recession has started! Learn the core four pillars of personal finance. Get and stay motivated!,Finance & Accounting,Finance,Personal Finance,English,5.5 hours,94.99,4.489051,2052,16.99,20761,62086,"BrainyMoney and Son Han, CFA, CPA",7,6370,4.321878109,https://www.udemy.com/course/the-core-four-of-personal-finance-basics/
1252312,Stock Market For Beginners - How To Start Investing Today,Investing 101 : Learn The Essentials To Invest Successfully In The Stock Market. Invest With Confidence & Gain Freedom,Finance & Accounting,Investing & Trading,Stock Trading,English,2.5 hours,84.99,4.3233333,2031,14.99,8637,17237,Jari Roomer,6,3061,4.360920178,https://www.udemy.com/course/stock-market-for-beginners-how-to-start-investing-today/
1349394,Company Valuation & Financial Modeling,"Learn comprehensive financial modeling, forecasting and business valuation techniques for Finance professionals",Finance & Accounting,Financial Modeling & Analysis,Company Valuation,English,6 hours,74.99,4.2624946,2006,16.99,10156,51085,Ashish Agarwal,15,9598,4.296591126,https://www.udemy.com/course/the-valuation-analyst-skills-training-vast-course/
408440,How to Win 97% of Your Options Trades,Trade Weekly Equity and ETF Options!,Finance & Accounting,Investing & Trading,Options Trading,English,1 hour,99.99,4.0614963,1989,17.99,12842,25229,Jeff Tompkins,7,6742,4.327478792,https://www.udemy.com/course/how-to-win-97-percent-of-your-trades/
1989694,The Complete Day Trading Course (Updated 2021),"Day Trading & Technical Analysis System For Intraday Trading Stocks, Forex, Crypto, Options Trading & Financial Trading",Finance & Accounting,Investing & Trading,Day Trading,English,10 hours,84.99,4.2206883,1890,14.99,8749,194042,Wealthy Education,58,30496,4.348904056,https://www.udemy.com/course/the-complete-day-trading-course/
855172,Invest in Stocks Like a Pro Investor by a Pro Investor!,"Succeed as a Stock Picker or Financial Analyst by an Award Winning MBA Prof., worked @ Goldman, Hedge Funds & in VC",Finance & Accounting,Investing & Trading,Mutual Fund,English,8.5 hours,94.99,4.674189,1819,16.99,21148,1122315,Chris Haroun,59,176550,4.525178867,https://www.udemy.com/course/hedge-fund-mutual-fund-careers-the-complete-guide-how-to-pick-stocks/
260066,Banking Credit Analysis Process (for Bankers),"Course for Bankers, Consultants and managers to Understand Credit Analysis Process from Indian Context.",Finance & Accounting,Investing & Trading,Credit Analysis,English,38.5 hours,99.99,4.420913,1806,17.99,9064,194016,"Raja Natarajan, B.Com., PGDBA, FCA",111,10916,4.20030241,https://www.udemy.com/course/credit-analysis-process/
498236,Learn How To Budget - Personal budgeting made easy,Everything you need to KNOW and everything you need to DO to set and stick to a monthly budget.,Finance & Accounting,Finance,Personal Budgeting,English,1.5 hours,24.99,4.481872,1774,19.99,6373,6373,Pete Matthew,1,1774,4.4997754,https://www.udemy.com/course/learnhowtobudget/
317030,Learn how to double your Forex Trading Account in one trade,Learn that it is not that difficult to double your Forex account in one Forex trade manually using very low or no risk.,Finance & Accounting,Investing & Trading,Forex,English,2 hours,54.99,4.550401,1742,14.99,10893,18293,Alex du Plooy,7,4223,4.624142368,https://www.udemy.com/course/learn-how-to-double-your-forex-trading-account-in-one-trade/
3528104,"Technical Analysis Mastery Stock Trading,Forex , Investing","Learn Technical Analysis for Stock Trading , Investing , Forex , Cryptocurrency , Day Trading , Stock Market",Finance & Accounting,Investing & Trading,Stock Trading,English,3 hours,84.99,4.7278886,1735,14.99,42915,43759,Haris Hayat,2,1797,4.740596787,https://www.udemy.com/course/technical-analysis-mastery-stock-trading-forex-investing/
1317578,Learn Cryptocurrency AltCoin Trading and ICO Investing,The real deal behind Crypto Trading and ICO's.,Finance & Accounting,Cryptocurrency & Blockchain,Cryptocurrency,English,2 hours,19.99,3.9418626,1682,14.99,8340,12608,Jason Appleton,5,2005,4.04933322,https://www.udemy.com/course/learn-cryptocurrency-altcoin-trading-and-ico-investing/
375594,Financial Management A Complete Study for CA/CMA/CS/CFA/ACCA,500+ lectures & case studies for CA IPCC / CFA / CS Final / CMA Inter / MBA Finance / B. Com Final Exams & Professionals,Finance & Accounting,Finance Cert & Exam Prep,Financial Management,English,62.5 hours,99.99,4.2884555,1654,17.99,14278,194016,"Raja Natarajan, B.Com., PGDBA, FCA",111,10916,4.20030241,https://www.udemy.com/course/financial-management-a-complete-study/
502772,The Complete Value Investing Course (Updated 2021),"Copy & Paste Value Investing System - How to Find Cheap Stocks, Perform Financial Statement Analysis & Company Valuation",Finance & Accounting,Investing & Trading,Value Investing,English,8 hours,84.99,4.42898,1569,14.99,9742,194042,Wealthy Education,58,30496,4.348904056,https://www.udemy.com/course/value-investing-essential-guide-to-picking-stocks/
635824,Investing Success: Learn Keys From A Millionaire Investor!,"Learn insights to investing in stocks, bonds, mutual funds, real estate, ETF for retirement from a millionaire investor.",Finance & Accounting,Investing & Trading,Investing,English,8 hours,99.99,4.578218,1564,17.99,18138,381970,"Steve Ballinger, MBA",35,52075,4.46637239,https://www.udemy.com/course/investing-success/
1900620,Cryptocurrency Trading: Technical Analysis Masterclass 2021,Cryptocurrency & Bitcoin Trading - Master Technical Analysis & Fibonacci Trading to Profit Daily on Crypto & Altcoin,Finance & Accounting,Cryptocurrency & Blockchain,Cryptocurrency,English,6.5 hours,89.99,4.2849092,1561,15.99,8393,194042,Wealthy Education,58,30496,4.348904056,https://www.udemy.com/course/technical-analysis-for-cryptocurrency-trading/
1633068,Blockchain Advanced Level: Uses Beyond Bitcoin,Learn and understand real world applications of blockchain technology beyond Bitcoin.,Finance & Accounting,Cryptocurrency & Blockchain,Blockchain,English,1.5 hours,84.99,4.617848,1505,14.99,6218,110982,George Levy,10,37973,4.612300539,https://www.udemy.com/course/blockchain-advanced-uses-beyond-bitcoin-2018/
640062,Accounting Made Easy: A Quick Guide to Financial Accounting,"Accounting is not about Math, it is about concepts. And no one said it has to be hard. Learn the basics in just 2 hours!",Finance & Accounting,Accounting & Bookkeeping,Financial Accounting,English,1 hour,84.99,4.4819336,1501,14.99,5199,1626269,365 Careers,77,480841,4.554101469,https://www.udemy.com/course/accounting-made-easy-a-quick-guide-to-financial-accounting/
1692098,CFAR Level 1 (2021/2022) - Complete Derivatives,Deep dive into Derivatives with the Bestselling CFAR prep course provider | With visual learning + Quizzes,Finance & Accounting,Finance Cert & Exam Prep,CFA,English,2 hours,49.99,4.2947845,1476,21.99,10576,44454,"PrepNuggets | by Keith Tan, CFA",10,13910,4.605915039,https://www.udemy.com/course/cfa-level-1-complete-derivatives/
402836,Accounting 101: How to read an Accounting Balance Sheet,"Accounting 101: Non-Accountants' Guide to Accounting. Learn Accounting. Get Paid More, and Get Promoted Faster!",Finance & Accounting,Accounting & Bookkeeping,Accounting,English,2 hours,84.99,4.6290717,1422,14.99,7563,7787,KayOne Academy,1,1422,4.628247,https://www.udemy.com/course/financial-statements-101-how-to-read-a-balance-sheet/
2805839,Ultimate Excel Training Course - Intro to Advanced Pro,"Accelerate Your Career. Navigation Shortcuts, Formatting Tips, Functions, Formula, Charts, Graphs, Pivot Tables, Macros!",Finance & Accounting,Financial Modeling & Analysis,Excel,English,15 hours,99.99,4.6257396,1423,18.99,60067,67443,Commerce Curve,3,1489,4.538186855,https://www.udemy.com/course/ultimate-excel-training-course-intro-to-advanced-pro/
1913642,Financial Derivatives: A Quantitative Finance View,"The financial engineering of forwards, futures, swaps, and options, with Python tools for fixed income and options",Finance & Accounting,Investing & Trading,Quantitative Finance,English,27 hours,99.99,4.61493,1414,17.99,9886,10226,Cameron Connell,2,1509,4.610109186,https://www.udemy.com/course/financial-derivatives/
43441,"Master ""Technical Analysis and Chart reading skills"" Bundle","Master Technical analysis, Volume analysis, Tracking ""Big Players"" and become a Chart analysis expert",Finance & Accounting,Financial Modeling & Analysis,Technical Analysis,English,3 hours,84.99,4.4878645,1405,14.99,8006,94833,Hari Swaminathan,31,14573,4.420163269,https://www.udemy.com/course/master-technical-analysis-and-chart-reading-skills-bundle/
1113822,Complete GST Course & Certification - Grow Your CA Practice,Become GST Expert in 12 hours!,Finance & Accounting,Finance Cert & Exam Prep,Tax Preparation,English,42 hours,74.99,3.777305,1394,74.99,4156,4484,ClearTax Learning,3,1463,3.618702143,https://www.udemy.com/course/goods-and-services-tax/
1170626,Start Trading Stocks Using Technical Analysis! Part 2,"Learn the secrets of professional trading from a former stock broker, and make profits investing today!",Finance & Accounting,Investing & Trading,Stock Trading,English,2 hours,84.99,4.3085794,1336,14.99,7685,31873,Corey Halliday,9,9174,4.504336064,https://www.udemy.com/course/start-trading-stocks-using-technical-analysis-part-2/
3020540,"Microsoft Excel for Finance, Accounting & Financial Analysis","Excel tips & tricks for Accounting, Finance and Financial Analysis. Learn from the Bestselling Accounting Instructor",Finance & Accounting,Accounting & Bookkeeping,Excel,English,2.5 hours,84.99,4.372125,1336,14.99,85132,254522,Irfan Sharif,8,8687,4.47294202,https://www.udemy.com/course/excel-for-business-users/
968248,Anti Money Laundering & Countering of Terrorist Financing,"From Leading Subject Matter Experts, Compliance , AML/CFT (Consolidated Quick Learning Video)",Finance & Accounting,Compliance,Anti-Money Laundering,English,31 mins,39.99,4.3623676,1316,17.99,2465,2465,COMPLYFIN DWC LLC,1,1316,4.376474,https://www.udemy.com/course/anti-money-laundering-countering-of-terrorist-financing/
529424,How to Become a Financial Analyst from Scratch!,"Become a finance professional, earn over $120,000 per year and boost your career and life. Learn all from scratch!",Finance & Accounting,Financial Modeling & Analysis,Financial Analysis,English,3.5 hours,84.99,4.6052685,1298,14.99,20622,31388,Financial Courses,4,2474,4.325693616,https://www.udemy.com/course/become-a-financial-analyst-from-scratch-n1/
777444,Finance for the Real World - Corporate Finance 101,Learn the basics of Finance! We will cover compounding interest and many other topics,Finance & Accounting,Finance,Corporate Finance,English,2 hours,29.99,3.493093,1287,14.99,17125,62086,"BrainyMoney and Son Han, CFA, CPA",7,6370,4.321878109,https://www.udemy.com/course/finance-a-brief-introduction-and-basics-finance-101/
1934778,CFAR Level 1 (2021/2022) - Complete Fixed Income,Deep dive into Fixed Income with the Bestselling CFAR prep course provider | With visual learning + Quizzes,Finance & Accounting,Finance Cert & Exam Prep,CFA,English,6.5 hours,99.99,4.7038503,1269,18.99,9993,44454,"PrepNuggets | by Keith Tan, CFA",10,13910,4.605915039,https://www.udemy.com/course/cfa-level-1-complete-fixed-income/
2465786,Tally Prime : Step by Step Guide to Accounting With Tally,"Learn Basic to Advanced Tally (Latest Version) - Accounting, Inventory, GST, GTA, Banking, Payroll and Manufacturing.",Finance & Accounting,Accounting & Bookkeeping,Tally.ERP,English,13 hours,19.99,4.163743,1213,14.99,7264,7264,Chirag Mehta,1,1213,4.163751,https://www.udemy.com/course/tally-erp-9-step-by-step-guide-to-accounting-with-tally/
1513132,Cryptocurrency Mastery: The Complete Crypto Trading Course,"Learn how to trade cryptocurrencies like Bitcoin, Ethereum & Altcoins, learn technical analysis & advanced terminology",Finance & Accounting,Investing & Trading,Cryptocurrency,English,7.5 hours,84.99,4.4227333,1213,14.99,7569,101793,Leon Chaudhari,54,9372,4.177206764,https://www.udemy.com/course/cryptocurrency-mastery-the-complete-crypto-trading-course/
