Id,Title,Blurb,Category_A,Category_B,Category_C,Language,Length_of_Video,Marked_Price,Rating,Reviews_Num,Selling_Price,Students_Num,Students_of_Tch_1,Name_of_Tch_1,Courses_of_Tch_1,Reviews_of_Tch_1,Rating_of_Tch_1,Url
2066127,ProfitProphet? Swing Trading | Swing Trading Path to Profit,"Insider Stock Trading, Swing Trading, Technical Analysis, & Day Trading w/ Hedge Fund CEO: Genuine Learning + Mentorship",Finance & Accounting,Investing & Trading,Swing Trading,English,10 hours,84.99,4.4504304,466,14.99,2122,7664,Benjamin Kahriman,2,579,4.398319705,https://www.udemy.com/course/profitprophet-swing-trading-swing-trading-path-to-profit/
2647562,"Trading Made Simple - Learn to Trade Stocks, Forex & More!","Learn to Trade Stocks, Forex, Cryptos and more. Beginner to Intermediate Friendly!",Finance & Accounting,Investing & Trading,Financial Trading,English,6.5 hours,69.99,4.843802,461,14.99,14144,14144,TheTradingBible Beginners Resources,1,461,4.8438845,https://www.udemy.com/course/the-complete-beginners-online-trading-course/
658766,Advanced Financial Management for CA/CMA/CFA/ACCA/CS/MBA,Expose yourself to advanced concepts in Financial Management & Prepare confidently for for CA / CS / CFA /CPA Exams,Finance & Accounting,Finance Cert & Exam Prep,Financial Management,English,44.5 hours,99.99,4.1836295,462,17.99,6283,194016,"Raja Natarajan, B.Com., PGDBA, FCA",111,10916,4.20030241,https://www.udemy.com/course/advanced-financial-management-a-comprehensive-study/
3650670,Bookkeeping Basics Explained (Bookkeeping & Accounting),Bookkeeping and accounting explained. Bookkeeping and accounting basics is easy. Simple Bookkeeping and accounting.,Finance & Accounting,Accounting & Bookkeeping,Accounting,English,4.5 hours,84.99,4.6036897,462,14.99,12717,79207,"Calvin Lee, CPA, CA, MBA",11,2302,4.553575177,https://www.udemy.com/course/bookkeepingbasics/
3137154,FOREX TRADING STRATEGY - The Three Stage Confirmation Part 1,"A-Z of Forex Trading with Complete Elliott Wave Analysis on EURUSD, GBPUSD, USDJPY, AUDUSD, USDCAD | LIVE MT4 Trades",Finance & Accounting,Investing & Trading,Forex,English,5.5 hours,84.99,4.271889,456,14.99,1558,2067,"Harman Deep, Elliott Waves Analyst",3,852,4.472449109,https://www.udemy.com/course/forex-trading-strategy-ewa-price-action-volumes-part-1/
3545622,Complete Price Action Trading From beginner to Pro (2021),Learn Price Action Trading with Step by Step guide. Free 6 Price action Strategies to Trade,Finance & Accounting,Investing & Trading,Price Action,English,4.5 hours,84.99,4.5693336,450,14.99,2195,2195,Yatesh Kumar,1,450,4.555332,https://www.udemy.com/course/complete-price-action-trading-from-beginner-to-pro-2020/
450694,How to Bulletproof Your Stock Trades,Minimize Risk and Maximize Reward,Finance & Accounting,Investing & Trading,Stock Trading,English,30 mins,84.99,4.2241173,443,14.99,3348,25229,Jeff Tompkins,7,6742,4.327478792,https://www.udemy.com/course/stocktrading/
602032,Ultimate Stock Market Investing: Learn How to Value Stocks,"Learn the Two Principles of Investing, Enabling You to Confidently Manage Your Own Portfolio With Superior Results",Finance & Accounting,Investing & Trading,Stock Trading,English,3.5 hours,49.99,4.3869596,442,14.99,3697,4795,Margin of Safety Investing,2,535,4.167228094,https://www.udemy.com/course/stock-investing/
40039,Comprehensive Forex Mastery Program,Master the Forex market by learning the foundational tools professional traders use every day to make consistent profits,Finance & Accounting,Investing & Trading,Forex,English,14.5 hours,84.99,4.4135823,435,14.99,2405,27943,Jared Passey,2,1629,4.1775246,https://www.udemy.com/course/forex-mastery/
2840688,Level 1 - Japanese Candlesticks Trading Mastery Program,"Learn in Detail, the Big 4 Key Bullish & Bearish Candle Patterns. Know How to do Money Management & Risk Management.",Finance & Accounting,Investing & Trading,Candlestick Trading,English,13 hours,19.99,4.7133255,434,14.99,1475,13182,"Rohit Musale, CFA",16,1674,4.679430077,https://www.udemy.com/course/level-1-japanese-candlesticks-trading-mastery-program/
724596,Tax Preparation: Learn Fast! Prepare Taxes with Confidence!,Become a confident tax preparer by learning about taxes and applications over practical examples and scenarios.,Finance & Accounting,Taxes,Tax Preparation,English,2.5 hours,84.99,4.0520267,432,14.99,2377,43766,"Stefan Ignatovski, Ph.D.",10,9290,4.376841668,https://www.udemy.com/course/taxpreparation/
2379796,Cryptocurrency Trading From Scratch,Learn to trade bitcoin and other cryptocurrencies for profit - day trade or swing trade crypto!,Finance & Accounting,Cryptocurrency & Blockchain,Technical Analysis,English,3.5 hours,84.99,4.709634,435,14.99,1624,1625,Dustin G,1,435,4.7152495,https://www.udemy.com/course/crypto-trading-from-scratch/
576906,Technical Analysis Beginners Guide for Stock Trading & Forex,4-course bundle - Fibonacci / Ichimoku Trading / Day Trading Strategies + Technical Analysis for trading stock & forex,Finance & Accounting,Investing & Trading,Financial Trading,English,6 hours,84.99,4.5868835,425,14.99,2432,31601,Indian Insight,5,6250,4.558206101,https://www.udemy.com/course/technical-analysis-made-easy/
2161518,Financial Modeling and Valuation Course 2021,"Learn Excel for Finance, Financial Analysis, DCF and Relative Valuation and Financial Modeling from scratch.",Finance & Accounting,Financial Modeling & Analysis,Financial Analysis,English,31.5 hours,99.99,3.5279646,420,17.99,18374,95105,Institute of Investment Banking,38,3185,3.580348603,https://www.udemy.com/course/excel-fin-analysis-valuation-and-financial-modeling-bundle/
215728,Shark Accounting - Building a Business by the Numbers!,An introduction to management accounting for entrepreneurs and business owners.,Finance & Accounting,Accounting & Bookkeeping,Accounting,English,1 hour,19.99,4.174498,419,14.99,7246,89168,Vincent Turner,3,11013,4.487801189,https://www.udemy.com/course/shark-accounting/
3720538,Quantity Surveying Building Estimation BBS with Excel & CAD,"Quantity Surveying,Manual Quantity Take off For Steel, Concrete, Bricks,Cement, shuttering ,B.O.Q, Excel , Bar Bending",Finance & Accounting,Finance,Construction Estimation,English,21 hours,24.99,4.247077,412,14.99,2626,14387,Akshay K,13,1533,4.313271035,https://www.udemy.com/course/complete-estimation-costing-of-g2-hostel-building-bbs/
3980646,Bitcoin For Beginners: How To Earn Bitcoin Online For Free,Learn Why EVERY Smart People Owns Bitcoin & How to Use It Properly!,Finance & Accounting,Cryptocurrency & Blockchain,Bitcoin,English,2.5 hours,84.99,4.018221,415,14.99,52042,427646,Roope Kiuttu,17,8020,3.977059299,https://www.udemy.com/course/bitcoin-course-udemy/
1571788,Financial Accounting – Closing Process,Closing processes including three formats of the closing process helping us better understand accounting concepts,Finance & Accounting,Accounting & Bookkeeping,Financial Accounting,English,8 hours,84.99,4.426456,408,14.99,28742,482471,Robert (Bob) Steele,116,22393,4.409971837,https://www.udemy.com/course/financial-accounting-closing-process/
2652724,Dividend Growth Investing: The Complete Dividend Course,Master Stock Market Investing In Dividend Stocks. Identify And Pick Dividend Stocks For Both Passive Income And Growth.,Finance & Accounting,Investing & Trading,Dividend Investing,English,4 hours,94.99,4.662307,407,16.99,4760,381927,"Steve Ballinger, MBA",35,52075,4.46637239,https://www.udemy.com/course/dividend-growth-investing-complete-dividend-course/
1110470,The Passive Investing Blueprint - Build Wealth Passively,Learn How To Automate Your Investments In The Stock Market & Build Wealth On Autopilot Using Index Funds and ETFs,Finance & Accounting,Investing & Trading,Passive Income,English,3 hours,84.99,4.595216,404,14.99,2632,17237,Jari Roomer,6,3061,4.360920178,https://www.udemy.com/course/how-to-start-passive-investing-in-1-day/
297742,Build a DCF Valuation Model,"Learn how to build a ""Wall Street quality"" DCF valuation model. Includes a complete DCF model in Excel.",Finance & Accounting,Financial Modeling & Analysis,Company Valuation,English,5.5 hours,49.99,3.6662047,404,49.99,2551,7737,Wall Street  Prep,6,1220,4.5944818,https://www.udemy.com/course/build-a-dcf-valuation-model/
1465626,Ultimate Venture Capital: How to model investment rounds,"The #1 course that will help you land a job in VC, be a better startup founder, angel investor and financial analyst.",Finance & Accounting,Investing & Trading,Venture Capital,English,4.5 hours,89.99,4.4586535,403,15.99,2445,2445,Kiley Grant,1,403,4.4586535,https://www.udemy.com/course/learn-to-build-a-cap-table-and-waterfall-model-from-scratch/
1624332,Automated Forex Trading + 99 Expert Advisors Every Month,"Forex Mastery: Diversify Your Risk by Trading Many Forex Expert Advisors in One Account, and Achieve Stable Results.",Finance & Accounting,Investing & Trading,Forex,English,1.5 hours,84.99,4.791604,404,14.99,1836,46894,Petko Zhivkov Aleksandrov,45,7481,4.552836776,https://www.udemy.com/course/automated-forex-trading-99-expert-advisors/
1922804,Technical Analysis: Candlestick Trading Mastery (New 2021),"Technical Analysis - Profitable Candlesticks For Stock Trading, Forex Trading, Cryptocurrency Trading & Options Trading",Finance & Accounting,Investing & Trading,Technical Analysis,English,5 hours,94.99,4.809892,401,16.99,3049,194042,Wealthy Education,58,30496,4.348904056,https://www.udemy.com/course/the-complete-candlestick-trading-course/
2762030,Complete Financial Modeling for Project Finance in Excel,Learn Financial Modeling for Project Finance and Infrastructure Valuation ( DCF and IRR ).,Finance & Accounting,Financial Modeling & Analysis,Financial Modeling,English,10.5 hours,109.99,4.495854,400,109.99,1115,1643,Greg Ahuy,4,648,4.55118845,https://www.udemy.com/course/project-finance-modeling/
2618758,Ethics Review for CFAR Level 1 (2021/2022),Deep dive into Ethics with the Bestselling CFAR prep course provider | With visual learning + Quizzes,Finance & Accounting,Finance Cert & Exam Prep,Ethics,English,2.5 hours,59.99,4.64208,402,14.99,3812,44454,"PrepNuggets | by Keith Tan, CFA",10,13910,4.605915039,https://www.udemy.com/course/level-1-cfa-ethics-review/
1233778,Relationship Management in Corporate Banking,How to acquire and manage successful Corporate Client Relationships in Corporate Banking,Finance & Accounting,Finance,Banking,English,5.5 hours,84.99,4.441041,397,14.99,1509,2565,Ana Lucas,3,616,4.267570979,https://www.udemy.com/course/relationship-management-in-corporate-banking/
738624,How to Achieve Financial Success with Forex Trading,"The winner explains all the activities, techniques, tools and trading strategies he used to win",Finance & Accounting,Investing & Trading,Forex,English,2 hours,49.99,4.392201,395,14.99,1561,18293,Alex du Plooy,7,4223,4.624142368,https://www.udemy.com/course/how-to-achieve-financial-success-with-forex-trading/
2812245,The Macroeconomics Course 2021,Aggregate Output and Economic Growth. Business Cycles. Monetary and Fiscal Policy. International Trade and Capital Flows,Finance & Accounting,Economics,Economics,English,5 hours,99.99,4.2984076,394,17.99,3991,1626269,365 Careers,77,480841,4.554101469,https://www.udemy.com/course/the-macroeconomics-course-2020/
3801800,DeFi Cryptocurrency Course 2021 - How to Invest in the Best!,Complete A-Z investing guide in DeFi Cryptocurrency - Invest in the next Chainlink and Polkadot!,Finance & Accounting,Cryptocurrency & Blockchain,Cryptocurrency,English,1.5 hours,84.99,4.415719,398,14.99,1970,378239,Suppoman ?,31,43968,4.464631189,https://www.udemy.com/course/defi-cryptocurrency/
1556638,Accounting 101: Accounts Payable Best Practices For 2021,"Avoid common mistakes and pitfalls when it comes to Accounts Payable. No more fraud, incorrect payments or voided checks",Finance & Accounting,Accounting & Bookkeeping,Accounting,English,2 hours,49.99,4.5141497,395,14.99,1489,91676,"Chris Benjamin, MBA & CFO",81,5357,4.130291015,https://www.udemy.com/course/learn-accounts-payable-best-practices/
1458300,Financial Accounting & Excel–Comprehensive Accounting Cours,Comprehensive accounting course to learn the accounting cycle in a practical way and pick up critical Excel fundamentals,Finance & Accounting,Accounting & Bookkeeping,Financial Accounting,English,21.5 hours,94.99,4.3867674,389,16.99,28846,482471,Robert (Bob) Steele,116,22393,4.409971837,https://www.udemy.com/course/financial-accounting-excelcomprehensive-accounting-course/
3309052,Stock Trading Momentum Based Strategies1- Technical Analysis,Learn To Trade Multiple Technical Analysis Strategies with advance tools with complete case studies for Stock Trading.,Finance & Accounting,Investing & Trading,Day Trading,English,10.5 hours,84.99,4.425809,387,14.99,39886,58494,"OEdTech ‧ 100,000+ Enrollments Worldwide",9,853,4.541577496,https://www.udemy.com/course/momentum-indicators-rsi-stoch-williamr-tsi-mfi/
306360,How to Read Financial Statements:  Build Financial Literacy.,Read financial statements and speak the language of business without the drudgery of a traditional accounting course,Finance & Accounting,Accounting & Bookkeeping,Financial Statement,English,2.5 hours,24.99,4.023935,386,14.99,1831,1865,David Johnson,3,389,4.249180769,https://www.udemy.com/course/learn-how-to-read-financial-statements/
570704,Value Investing: How to Invest Wisely Like Warren Buffett,Value Investing Made Simple - Proven & Concise Investment Guide for Beginners to Start Investing in The Stock Market,Finance & Accounting,Investing & Trading,Value Investing,English,4.5 hours,84.99,4.490581,386,14.99,4593,194042,Wealthy Education,58,30496,4.348904056,https://www.udemy.com/course/how-to-play-the-stock-market/
1200484,Investing The Lazy Investor Way,"Investing Success In Mutual Funds, ETF, Stocks, Without Becoming A Financial Guru. Be A Better Investor And Have A Life!",Finance & Accounting,Investing & Trading,Investing,English,5 hours,99.99,4.1747823,383,17.99,4358,381970,"Steve Ballinger, MBA",35,52075,4.46637239,https://www.udemy.com/course/investing-lazy-investor-course/
455452,"Accounting, Finance and Banking - A Comprehensive Study",Learn Fundamentals to Advanced Concepts of three different but interrelated domains in a single course,Finance & Accounting,Accounting & Bookkeeping,Finance Fundamentals,English,31.5 hours,99.99,4.615031,382,17.99,2423,194016,"Raja Natarajan, B.Com., PGDBA, FCA",111,10916,4.20030241,https://www.udemy.com/course/accounting-finance-and-banking-a-comprehensive-study/
1018380,Forex Trading Like Banks – Step by Step with Live Examples,Forex and Stocks Trading - For Beginners and Experienced - Insider Blueprints with Easy to Follow Analysis and Setups,Finance & Accounting,Investing & Trading,Forex,English,4.5 hours,84.99,4.540153,382,14.99,20004,43610,Taher Assaf,2,491,4.494323867,https://www.udemy.com/course/forex-trading-like-banks-step-by-step-with-live-examples/
834836,Swing Trading with Stocks and Options,A Reliable System for Consistent Results,Finance & Accounting,Investing & Trading,Stock Trading,English,1 hour,84.99,4.475577,381,14.99,2781,25229,Jeff Tompkins,7,6742,4.327478792,https://www.udemy.com/course/winningstocktrades/
2193886,Mastering Market Profile Trading: Professional Analysis Tool,No nonsense crash course in Market Profile: The most commonly used analysis tool of professional daytraders,Finance & Accounting,Investing & Trading,Futures Trading,English,2 hours,34.99,4.5994897,381,14.99,1519,3746,Market Stalkers,4,1327,4.564703374,https://www.udemy.com/course/market-stalkers-basics-of-market-profile-trading/
1628882,Cryptocurrency Investing 2021: Retire with Bitcoin/Altcoins!,The Complete Guide to investing in game-changing Cryptocurrencies to help build your Retirement fund!,Finance & Accounting,Cryptocurrency & Blockchain,Cryptocurrency,English,3.5 hours,89.99,4.6643534,379,15.99,1708,378239,Suppoman ?,31,43968,4.464631189,https://www.udemy.com/course/cryptocurrency-investing/
1333638,Basics of GST in India A Comprehensive Study,Gain insight into Theoretical as well as Practical angle of GST from this course based on CA Intermediate Syllabus,Finance & Accounting,Taxes,Goods and Services Tax,English,12 hours,94.99,4.307924,379,16.99,1647,194016,"Raja Natarajan, B.Com., PGDBA, FCA",111,10916,4.20030241,https://www.udemy.com/course/gst-in-india/
1162298,Excel Pivot in AML/CFT Customer Bank Statement Analysis,Quick start to Customer Bank Statement Analysis using Excel Pivot Tables,Finance & Accounting,Financial Modeling & Analysis,Pivot Tables,English,1 hour,24.99,4.4288106,369,14.99,7977,10818,Nasiru Musa,5,1057,4.318127438,https://www.udemy.com/course/excel-application-of-pivot-table-in-amlcft-investigations/
2841064,Python Data Science with Pandas: Master 12 Advanced Projects,"Work with Pandas, SQL Databases, JSON, Web APIs & more to master your real-world Machine Learning & Finance Projects",Finance & Accounting,Finance,Data Science,English,15.5 hours,84.99,4.6168485,374,14.99,4726,50556,Alexander Hagmann,10,5648,4.674427956,https://www.udemy.com/course/python-data-science-with-pandas-master-advanced-projects/
945750,Fundamentals of Accounting,Learn the basics of accounting in an easy to understand method,Finance & Accounting,Accounting & Bookkeeping,Accounting,English,3 hours,24.99,4.748801,368,14.99,2482,2482,Pier Hill Accounting,1,368,4.748801,https://www.udemy.com/course/fundamentals-of-accounting/
3540520,Passive Income: 27 Ways to Earn Passive Income Online,Learn the Steps That I Use to Make Money Even While I Am Sleeping!,Finance & Accounting,Investing & Trading,Passive Income,English,2.5 hours,84.99,3.7433605,369,14.99,53473,427646,Roope Kiuttu,17,8020,3.977059299,https://www.udemy.com/course/how-to-earn-passive-income-online/
354336,US Income Taxes - Income Tax Preparation Simplified for You,The A – Z of self-preparing and e-filing your basic income taxes by 04/15. Income tax preparation made easy for you.,Finance & Accounting,Taxes,Tax Preparation,English,2.5 hours,29.99,4.2186327,369,18.99,2288,26608,Majo Jacinto,4,1850,4.305408381,https://www.udemy.com/course/income-tax-basic-training-prepare-file-your-own-by-0415/
1345142,Day Trading & Momentum Strategies for the Stock Market,Learn from a day trading champion who was ranked 12th in Day Trading Proadvisory Championship for Stock Market in India,Finance & Accounting,Finance,Day Trading,English,2.5 hours,84.99,4.748746,367,14.99,1963,31601,Indian Insight,5,6250,4.558206101,https://www.udemy.com/course/day-trading-strategies-for-the-stock-market/
2435368,How to Start a Bookkeeping Business!,How to start and operate your own bookkeeping business today. Work remotely with this highly in demand business.,Finance & Accounting,Accounting & Bookkeeping,Bookkeeping,English,2 hours,84.99,4.449545,366,14.99,1707,1751,"Brett Philips, CPA",2,373,4.4709295,https://www.udemy.com/course/learn-how-to-start-your-own-profitable-bookkeeping-business/
1949608,Options Trading: Technical Analysis For Options Trading 2021,Technical Analysis For Stock Options & Binary Options Trading - How to Win The Stock Trading Game Like a Pro!,Finance & Accounting,Investing & Trading,Options Trading,English,5 hours,94.99,4.2843637,365,16.99,2611,194042,Wealthy Education,58,30496,4.348904056,https://www.udemy.com/course/technical-analysis-for-options-trading/
730414,"Intro to Investment Banking, M&A, IPO, Modeling + Free Book","Award Winning Business School Prof, Ivy League MBA that Worked at Goldman. Currently a Venture Capitalist @ Top a VC.",Finance & Accounting,Finance,Investment Banking,English,2 hours,59.99,4.2869177,364,14.99,13427,1122457,Chris Haroun,59,176550,4.525178867,https://www.udemy.com/course/investment-banking-mergers-ipo-financial-model-business-mba-pro-forma/
2922652,QuickBooks Pro & QuickBooks Online - 4 Course Bundle,Learn the QuickBooks Desktop Pro and QuickBooks Online in this four-course bundle for Beginners,Finance & Accounting,Accounting & Bookkeeping,QuickBooks,English,25.5 hours,84.99,4.3718023,362,14.99,1683,526484,Simon Sez IT,181,59490,4.478247529,https://www.udemy.com/course/quickbooks-pro-2020-quickbooks-online-training-bundle/
2504702,The Ultimate Penny Stocks Day Trading Masterclass,Penny Stocks Day Trading Masterclass - Learn How to Day Trade Penny Stocks from a Full-Time Penny Stock Day Trader!,Finance & Accounting,Investing & Trading,Penny Stocks,English,2.5 hours,84.99,3.713828,361,14.99,1625,15775,Travis Rose (Stock Market Day Trading & Investing Professional),14,2417,4.411041531,https://www.udemy.com/course/the-ultimate-penny-stock-day-trading-masterclass/
3501982,The Complete Investor Bootcamp 2021,"The Key to Successful, Profitable, and Sustainable Future? Investing. (Learn How to Make Money in the Stock Market)",Finance & Accounting,Investing & Trading,Value Investing,English,12.5 hours,84.99,4.2914224,357,14.99,3581,1626087,365 Careers,77,480841,4.554101469,https://www.udemy.com/course/the-complete-investor-bootcamp/
502240,"Value Investing, Taught by Six Superinvestors",Six value superinvestors show you how to invest in the stock market.,Finance & Accounting,Investing & Trading,Value Investing,English,5 hours,89.99,3.822515,356,15.99,4228,4228,John Mihaljevic,1,356,3.822515,https://www.udemy.com/course/investing-stars/
1513436,Cryptocurrencies: complet practical course on crypto trading,Practical course that will help you start in the cryptocurrency trading world,Finance & Accounting,Cryptocurrency & Blockchain,Cryptocurrency,English,2 hours,89.99,4.017205,359,15.99,70931,1050903,Yassin Marco,22,34393,4.239669098,https://www.udemy.com/course/cryptocurrencies-complet-practical-course-on-crypto-trading/
637176,Build Financial Models & Value Companies The Easy Way,"I am an award winning finance professor with work experience modeling companies @Goldman Sachs, hedge fund Citadel & VC.",Finance & Accounting,Financial Modeling & Analysis,Financial Modeling,English,44 mins,19.99,4.431301,355,14.99,10887,1122457,Chris Haroun,59,176550,4.525178867,https://www.udemy.com/course/build-basic-financial-models-valuation-companies-the-easy-way/
3580551,The Essentials of Private Equity - What You Need to Know!,A time-efficient way to learn the must-knows of private equity in 2021!,Finance & Accounting,Finance,Private Equity,English,2 hours,24.99,4.6506453,353,14.99,1204,2093,Michael Ng,4,652,4.635345608,https://www.udemy.com/course/the-essentials-of-private-equity/
1346028,Investment Banking: The Complete Financial Ratio Analysis,Investment Banking For Investors & Financial Analysts - How to Perform Financial Statement Analysis & Company Valuation,Finance & Accounting,Finance,Investment Banking,English,4.5 hours,94.99,4.3820276,347,16.99,2482,193942,Wealthy Education,58,30496,4.348904056,https://www.udemy.com/course/the-complete-investment-banking-course/
3637198,Value Investing The Complete Value Stock Investing Course,Invest In Stocks At A Big Discount Using Value Investing Stock Market Trading And Become A Successful Value Investor!,Finance & Accounting,Investing & Trading,Value Investing,English,6 hours,84.99,4.4544992,346,14.99,2510,381970,"Steve Ballinger, MBA",35,52075,4.46637239,https://www.udemy.com/course/value-investing-the-complete-value-stock-investing-course/
2089058,Need Money? Day Trading Penny Stocks With Little Cash,Day trading penny stocks when you have little start-up capital. Day trading strategies and risk minimization techniques,Finance & Accounting,Investing & Trading,Penny Stocks,English,2.5 hours,34.99,4.6536403,344,14.99,2482,11057,Yossof Sharifi,3,1106,4.459648474,https://www.udemy.com/course/need-money-day-trading-penny-stocks-with-little-cash/
709500,Forex Trading -  Learn to Trade Forex Like the Banks,See how i remain profitable by trading the simple strategies that banks are using,Finance & Accounting,Investing & Trading,Forex,English,1 hour,84.99,4.4390354,344,14.99,3716,13520,Thomas White,11,1388,4.108560238,https://www.udemy.com/course/forex-trading-learn-the-same-strategies-used-by-banks/
42643,Master Iron Condors - Double the credit for half the risk,"The Iron Condor is one of the most popular Options strategies, and it is the undisputed ""King of Time Decay strategies"".",Finance & Accounting,Investing & Trading,Options Trading,English,1.5 hours,39.99,4.6461697,342,14.99,2726,94833,Hari Swaminathan,31,14573,4.420163269,https://www.udemy.com/course/iron-condor-options-trading-strategy/
1564910,Financial Accounting-Adjusting Entries & Financial Statement,"Adjusting entry creation, posting adjusting entries to a worksheet, creating financial statements from the trial balance",Finance & Accounting,Accounting & Bookkeeping,Financial Accounting,English,10.5 hours,94.99,4.4367447,340,16.99,33162,482471,Robert (Bob) Steele,116,22393,4.409971837,https://www.udemy.com/course/financial-accounting-adjusting-entries-financial-statement/
1267860,Price Action Trading: Master Forex Trading with a Pro Trader,Learn Price Action Forex Trading with Practical Indicators: Live Price Action Trading Examples + Results,Finance & Accounting,Investing & Trading,Forex,English,2.5 hours,84.99,4.1823783,337,14.99,2514,46894,Petko Zhivkov Aleksandrov,45,7481,4.552836776,https://www.udemy.com/course/professional-manual-forex-trading-with-full-analysis/
1958384,Fibonacci Trading MasterClass,"Predict future market direction via key Fibonacci building blocks- Retracements, Extensions and Projections",Finance & Accounting,Investing & Trading,Fibonacci Trading,English,2.5 hours,84.99,4.575062,337,14.99,1529,5145,Kumar Gaurav Khullar,16,1439,4.435259077,https://www.udemy.com/course/fibonacci-trading-masterclass/
4008828,QuickBooks Online 2021 Full Course Bookkeeping Accounting,QuickBooks Online + Shopify Store Integration,Finance & Accounting,Accounting & Bookkeeping,QuickBooks Online,English,6.5 hours,84.99,4.647737,343,14.99,4241,4243,"Pretesh Mistry, CPA",1,343,4.652019,https://www.udemy.com/course/quickbooks-online-full-course-shopify-integration/
2039738,Swing Trading Ninja: 12 Hour Complete Swing Trading Strategy,"Profitable Swing Trading Strategy that can be Applied to Forex Trading, Stock Trading and any other Financial Markets.",Finance & Accounting,Investing & Trading,Swing Trading,English,12.5 hours,89.99,4.385996,336,15.99,26829,226121,Saad T. Hameed (STH) ‧ 0.31+ Million Enrollments Worldwide,51,5078,4.516906383,https://www.udemy.com/course/swing-trading/
1497438,Candlestick Trading Ninja: 10 Hour Glossary & DIY Strategy,"Expert Technical Analysis & Candlestick Trading Hacks For Forex, Stock Trading, Day Trading & Swing Trading in 1 course.",Finance & Accounting,Investing & Trading,Candlestick Trading,English,10.5 hours,89.99,4.3764687,334,15.99,21612,226121,Saad T. Hameed (STH) ‧ 0.31+ Million Enrollments Worldwide,51,5078,4.516906383,https://www.udemy.com/course/candlestick/
592338,Forex Trading Secrets of the Pros With Amazon's AWS,Freely run your MT4 EAs and robots & backtest limitlessly lightning fast. Get your 20 FREE servers while you still can.,Finance & Accounting,Investing & Trading,Forex,English,5 hours,84.99,4.6555247,333,14.99,12569,12569,Hedge Fund Programmers AlgoDevelopment,1,333,4.6554575,https://www.udemy.com/course/trading-with-amazons-aws-servers-trade-secrets-of-the-pros/
891484,Forex Trading - Advanced Fundamental Analysis,Improve your trading many times over by adding another layer of analysis to your trades,Finance & Accounting,Investing & Trading,Forex,English,2.5 hours,84.99,4.355547,334,14.99,2953,13519,Thomas White,11,1388,4.108560238,https://www.udemy.com/course/forex-trading-advanced-fundamental-analysis/
121372,How to Trade Stock Options: Profiting in Up and Down Markets,How I grew my trading account by 30% in one year. Follow this proven options blueprint for an accelerated path to wealth,Finance & Accounting,Investing & Trading,Options Trading,English,26.5 hours,84.99,4.8250165,330,14.99,5628,7086,Travis Wilkerson,1,330,4.8250556,https://www.udemy.com/course/how-to-trade-stock-options-profiting-in-up-and-down-markets/
3133458,Suppoman's Cryptocurrency Long Term Opportunity Course #2,Learn which alt coin has high potential in 2020 and beyond,Finance & Accounting,Cryptocurrency & Blockchain,Cryptocurrency,English,1 hour,84.99,4.335901,328,14.99,1260,378239,Suppoman ?,31,43968,4.464631189,https://www.udemy.com/course/cryptocourse/
3831178,Python for Finance 2021:?Financial Analysis for Investing,"Use Python to Find Good Investments. Learn Pandas, NumPy, Matplotlib for Financial Analysis & Automate Value Investing.",Finance & Accounting,Investing & Trading,Financial Analysis,English,21.5 hours,84.99,4.490184,332,14.99,5360,39534,Rune Thomsen,7,969,4.512794,https://www.udemy.com/course/python-for-finance-financial-analysis-for-investing/
2107348,Investment Banking Training Bundle 2021,"Learn IB Industry, Financial Modeling, Valuation, DCF. Pitchbook, Mergers Acquisition, LBO Modeling and much more.",Finance & Accounting,Financial Modeling & Analysis,Investment Banking,English,55.5 hours,99.99,3.8873286,325,17.99,7656,95105,Institute of Investment Banking,38,3185,3.580348603,https://www.udemy.com/course/the-ultimate-investment-banking-training-bundle-2019/
692176,Apply finance concepts for smart project management,Learn to read financial statements and make meaningful interpretations for business decisions in the age of big data.,Finance & Accounting,Finance,Project Management,English,2.5 hours,19.99,4.319074,323,14.99,5731,7204,Shilpa Khire,1,323,4.10519985,https://www.udemy.com/course/apply-finance-concepts-for-smart-project-management/
3736794,Investing in Stocks for Beginners Part 1: (Jargon Free),Become Successful in Investing in the Stock Market by Mastering How to Choose Winning Stocks & Analyse Charts,Finance & Accounting,Investing & Trading,Stock Trading,English,2 hours,59.99,3.9573746,323,14.99,33154,33154,Alex Dee,1,323,3.9134028,https://www.udemy.com/course/investing-in-stocks-for-beginners-part-1-jargon-free/
489146,Practical Finance,Practical knowledge for becoming financially adept in a money-driven world,Finance & Accounting,Finance,Finance Fundamentals,English,1 hour,19.99,4.5605154,318,14.99,4607,24594,Jobs University LLC,4,2878,4.3403242,https://www.udemy.com/course/practical-finance/
1368274,ICOs/IEOs: Investing in Initial Coin/Exchange Offerings 2021,Learn how to invest in Crypto Projects. From setting up ETH wallet to PRO investing strategies. Make even 10x profits!,Finance & Accounting,Investing & Trading,ICO,English,5 hours,84.99,3.9632127,317,14.99,3809,24218,Adelka Skotak,3,551,4.393976033,https://www.udemy.com/course/icos-investing-in-alt-coins-and-initial-coin-offerings/
