Video_ID	video_length
1081340	304.2
1255070	198.56
1054452	164.46446446446447
1217488	172.16666666666666
1153444	119.0
1062898	239.40607273940608
1296322	99.5
1007674	89.86655546288574
1299614	88.08808808808809
1082736	116.26666666666667
1151744	129.09576242909577
1039124	129.42942942942943
1157648	148.6
1102452	97.53333333333333
1001842	60.0
120600	96.34625
1173748	104.16666666666667
1105892	165.06506506506508
1183316	261.5281948615282
1136898	259.9265932599266
1125328	94.43333333333334
1067526	129.63333333333333
1258394	128.72
1132660	120.76666666666667
1119698	65.0316983650317
1114538	157.1
1266526	147.4
1010460	149.91658324991658
1265890	80.04
1258722	79.21254587921256
1156984	256.3333333333333
1269024	245.3
1241064	137.36666666666667
1125316	90.45037531276063
1012066	110.46705587989992
1122372	109.06666666666666
1222072	142.96
1015186	79.2
1021738	158.76666666666668
1077486	62.0286953620287
1015962	184.03333333333333
1141484	107.0
1258612	140.76
1253348	394.23333333333335
1272256	156.16666666666666
1022794	70.23333333333333
1149896	42.6
1010296	190.8
1089368	379.24
1059518	138.56666666666666
1167954	90.0
1279268	94.08
128544	46.47976666666667
1149200	163.72
117100	194.23333333333332
1130742	123.39005672339006
1045720	193.1
1123940	107.8078078078078
1280280	103.66666666666667
1284952	131.3
1065962	102.58548790658882
109852	432.6666666666667
1279140	85.56
1174274	89.23333333333333
1013288	136.94745621351126
1109748	226.3
1245026	122.4
1287854	108.84217550884217
1278936	182.76666666666668
1231042	55.83819849874896
1210442	84.31765098431765
1214140	632.0
117662	129.69623333333334
1186734	114.21421421421422
1112734	128.83333333333334
1137678	177.2
1047330	142.0
1151232	118.28
1208168	250.45045045045046
121950	180.41666666666666
1121344	163.23333333333332
1292182	169.0
1104838	156.5231898565232
1275936	40.10677344010678
1025490	173.4
1237338	60.766666666666666
1290466	746.5131798465133
1199916	95.86252919586254
1214850	103.76666666666667
1199794	105.84
1258674	141.4
1259306	210.8
1192364	107.8
1116388	108.60860860860862
1258434	132.08
1107304	164.0
1295932	143.5
1254992	165.64
1227630	102.2
1209910	102.86666666666666
1532040	165.96666666666667
1518060	109.04920767306088
1454566	157.20833333333334
1352554	74.83333333333333
1514058	102.76666666666667
1362338	73.56666666666666
1420386	93.0
1437348	118.23333333333333
1453247	256.84
1467960	163.08
1518236	219.23333333333332
1433442	75.37537537537538
1536066	93.66666666666667
1434926	139.5
148928	65.1651
1521136	195.86666666666667
1437038	358.2
1412368	174.86666666666667
1327236	61.0
1321586	120.6
1490852	64.13333333333334
1424258	76.4
1315046	257.8333333333333
1400614	116.66666666666667
140786	128.12800000000001
1527124	81.83333333333333
1323106	126.5
1382426	98.0
1332992	108.7
153034	214.9147
1407314	93.73333333333333
1347644	262.03333333333336
1453209	239.56
1532412	119.76666666666667
1454586	193.16
1400948	184.0
1415562	116.38304971638306
1479488	179.71304637971306
1529326	63.8
1434492	197.86666666666667
1323892	123.93333333333334
1349678	107.23333333333333
1508306	195.92926259592926
1488690	167.5
1303550	113.33333333333333
1349980	164.59793126459795
1308482	188.06666666666666
1467252	81.46666666666667
1329878	59.733333333333334
1328588	780.4
1514262	223.33333333333334
1396806	111.48
1541778	97.5
1382886	161.84
1540380	397.96666666666664
1350272	150.65065065065065
1379800	112.03333333333333
1418155	77.16
1302526	378.3666666666667
1341646	174.6
1389870	70.53333333333333
1512764	121.76666666666667
1537740	82.43333333333334
1326766	47.54754754754755
1421014	113.53333333333333
1499090	90.73333333333333
1351646	102.26666666666667
1343832	108.96666666666667
1503396	82.23333333333333
1379586	241.97530864197532
1504608	132.13333333333333
1514204	107.43333333333334
1402672	173.5
1330228	135.9693026359693
1337550	58.233333333333334
1317082	110.17684351017685
1311926	192.992992992993
1348858	191.3
1312698	196.56666666666666
1309582	108.6
1496292	351.96666666666664
1309904	58.76
1340894	172.16666666666666
1484379	135.24
1394404	136.36
1356614	222.03333333333333
1317320	189.2
1341612	78.83333333333333
1458490	117.0
1523692	572.4890829694323
1483618	225.86666666666667
1350060	108.5
1324270	221.86666666666667
1344746	42.9
135046	156.23333333333332
1365318	130.0
1305520	95.1
1407308	134.8
1535970	108.66666666666667
1436164	53.853853853853856
1985814	111.76666666666667
1707930	134.7
1982572	91.6
1561606	206.1
1785208	151.36666666666667
1800988	100.2
1965588	85.86666666666666
172336	154.76666666666668
1642638	50.0
1717070	328.7
2064173	56.666666666666664
1612050	147.73333333333332
1555326	332.4
190852	415.53333333333336
1560348	109.6
1553136	45.46666666666667
1618404	178.0
2057665	105.4
2016652	215.56666666666666
1719944	393.6666666666667
2035914	117.9
1983664	91.36666666666666
1643770	162.3
1595276	163.86666666666667
1646848	209.2
2065159	121.5
1796738	102.73333333333333
1767494	3542.2
1713366	69.76666666666667
2055795	78.13333333333334
2052119	110.6
1796858	81.96666666666667
1892676	57.0
1547484	99.16666666666667
1870422	490.0
1976728	232.06666666666666
1550112	38.56666666666667
1933710	106.96666666666667
190868	125.0
1810816	254.96666666666667
1670456	77.4
190894	186.56
1718950	60.06666666666667
1892252	183.7
1644918	107.2
1586110	152.16666666666666
1844956	158.3
1702424	38.06666666666667
1624746	182.5
1743568	152.33333333333334
1578722	37.8
1596336	74.23333333333333
1699582	118.63333333333334
1962332	46.13333333333333
205942	108.2
1991330	252.6
176962	51.04
1713928	15.633333333333333
2003354	44.96666666666667
1612532	139.26666666666668
1739952	165.0
1891438	127.0
19645	87.83775
193824	119.3
1781928	101.6
1582266	63.7
1856086	146.93333333333334
189086	123.06666666666666
1918258	103.53333333333333
2000252	176.53333333333333
1609596	93.06666666666666
1931790	123.23333333333333
1918256	89.8
1721592	137.6
1720356	152.83333333333334
1952202	163.26666666666668
1642938	75.9
1995462	136.73333333333332
1639288	117.76666666666667
1890280	125.3
1650264	279.1666666666667
1653664	307.1333333333333
184138	663.1666666666666
1776974	109.23333333333333
1679476	252.0
184136	853.8666666666667
1553738	76.76666666666667
1949428	39.166666666666664
206894	74.66666666666667
1594030	660.5
1992144	141.76666666666668
1782908	159.56666666666666
1890008	49.3
1904280	111.16666666666667
195286	218.36666666666667
1632674	167.2
1586500	425.9
1723120	47.166666666666664
1905156	107.03333333333333
1942484	193.83333333333334
2456222	295.96666666666664
2345358	83.83333333333333
2323470	175.36666666666667
2363952	162.33333333333334
2397388	39.0
2355482	105.2
2138160	125.26666666666667
2419258	106.03333333333333
2518362	88.1
2151152	89.36666666666666
2072037	225.76666666666668
2315760	31.233333333333334
2219216	58.13333333333333
2240978	129.86666666666667
2509562	661.0666666666667
2213940	169.1
2365704	106.66666666666667
2522376	105.86666666666666
2070509	127.9
2424908	36.86666666666667
2312768	444.8
2521854	63.06666666666667
241526	196.36666666666667
2586438	150.56666666666666
2260258	297.7
2132038	89.96666666666667
2076402	151.9
2519178	92.16666666666667
2346242	198.03333333333333
2275853	146.76666666666668
2254556	116.43333333333334
2219428	169.73333333333332
2201816	310.6666666666667
2546557	294.4
2170098	137.36666666666667
2094656	559.6
2347918	186.63333333333333
2324988	536.3333333333334
2373232	208.83333333333334
2516190	133.96666666666667
2120356	170.6
2204132	151.56666666666666
2351134	72.86666666666666
2188604	346.8666666666667
2324348	107.63333333333334
2408956	126.06666666666666
228900	165.33333333333334
2456260	141.1
2419270	107.2
2422386	311.03333333333336
2218098	141.5
2230338	71.83333333333333
2297798	279.5
2275491	569.4333333333333
2131392	112.56666666666666
2382955	325.1333333333333
250516	59.72633333333333
2333138	172.03333333333333
2075324	359.26666666666665
2415220	101.63333333333334
2245682	239.83333333333334
2318796	98.36666666666666
2449964	120.26666666666667
2074444	558.2333333333333
2460976	83.23333333333333
2070433	170.33333333333334
2508854	113.26666666666667
2315158	109.86666666666666
2397370	110.43333333333334
2441138	177.96666666666667
2142854	101.03333333333333
2341092	31.866666666666667
