Video_ID	showup	beauty
1001842	0	
1007674	1	3.07606379288889
1010296	1	3.3161906435684627
1010460	1	3.2260778639865997
1012066	1	2.485605596543782
1013288	1	2.520171850250416
1015186	0	
1015962	0	
1021738	1	3.448509911379802
1022794	1	2.427818385820895
1025490	0	
1039124	1	2.4929926708387065
1045720	0	
1047330	0	
1054452	1	4.329984574125869
1059518	1	2.198846074603175
1062898	1	2.6274539586789576
1065962	1	3.060010693973938
1067526	1	2.965928518266253
1077486	0	
1081340	1	3.466158995202022
1082736	1	1.9649596070000004
1089368	1	2.4866582810572653
109852	1	2.91453352323796
1102452	1	2.8689847300668143
1104838	1	3.1299660700000005
1105892	1	3.340747141143503
1107304	1	3.8304057235000033
1109748	1	2.955036992663044
1112734	1	3.0130897978609603
1114538	1	2.8880235205633786
1116388	1	3.8912819000000005
1119698	1	3.1217222333333337
1121344	1	2.555210445955879
1122372	1	4.028685784848485
1123940	1	2.5982528381031593
1125316	1	2.5789756851116623
1125328	1	3.6240205739130436
1130742	1	3.0503470935691324
1132660	1	3.087828786733002
1136898	1	2.76742470448301
1137678	1	3.755735366811594
1141484	1	2.6751137
1149200	1	2.2609451553030313
1149896	1	2.8896388492957747
1151232	1	3.1731120737373746
1151744	1	3.251121716925069
1153444	1	2.6635811557029174
1156984	1	3.994380842372883
1157648	1	3.0908056689393937
1167954	1	3.0071844665853655
117100	1	2.446031169387755
1173748	1	3.2971221113461544
1174274	1	3.3167452256637175
117662	1	2.1500231137119123
1183316	1	3.0042124919488797
1186734	1	2.3828464780701752
1192364	1	3.1920017954545457
1199794	1	2.7111305110465134
1199916	1	3.4870485666666657
120600	1	3.4465236141104283
1208168	1	3.3003104611111134
1209910	1	2.8597591904854367
1210442	1	2.7982943815618198
1214140	0	
1214850	1	2.7120244048449615
1217488	1	3.1070403172881367
121950	1	2.750576372266667
1222072	1	2.907166126837062
1227630	1	2.997366968925232
1231042	1	3.617481829838709
1237338	1	3.134070016666667
1241064	1	3.004996769999999
1245026	1	2.8735622003603614
1253348	0	
1254992	1	3.64662980014245
1255070	1	3.6415233799525497
1258394	1	3.609927051242233
1258434	1	3.688784952542375
1258612	1	3.618502136505683
1258674	1	3.626368475388972
1258722	1	3.149767285526318
1259306	1	3.660554338469604
1265890	1	2.561789942201835
1266526	1	3.254375471341465
1269024	1	2.9165995612417714
1272256	1	2.63072436350093
1275936	1	3.221855395652174
1278936	1	3.276891084691632
1279140	1	3.066192180571429
1279268	1	3.0163474674468094
1280280	1	3.1329506611607165
1284952	1	3.668453135016837
128544	1	2.691606068750001
1287854	1	2.3348777758039807
1290466	1	3.2097897475258916
1292182	1	2.995546280157688
1295932	1	2.9991827048895887
1296322	1	3.099721078112447
1299614	1	2.797758506598985
1302526	1	3.2333723411764717
1303550	1	2.933621504347826
1305520	1	3.282318641304349
1308482	1	2.837230212327314
1309582	1	2.7442356438305695
1309904	1	3.350136437777775
1311926	1	2.733830061716491
1312698	1	2.8665325503619474
1315046	1	4.112127296190473
1317082	1	3.036475150909092
1317320	1	2.831291881808509
1321586	0	
1323106	0	
1323892	1	3.62848045588235
1324270	1	2.62300201496844
1326766	0	
1327236	1	2.3088658104377107
1328588	1	2.5728883931602287
1329878	1	3.0956688147239273
1330228	1	3.3368474918424753
1332992	1	3.501967527848099
1337550	1	2.442941802051282
1340894	1	3.4438596483050854
1341612	1	3.4886895066666663
1341646	1	2.808851691132075
1343832	1	2.9627931510489502
1344746	1	2.7638875053333347
1347644	1	2.219629239739028
1348858	1	3.6598060510280415
1349678	0	
1349980	1	3.031236336688307
1350060	1	3.4308759872909715
1350272	1	3.100964525
135046	1	2.956008275494072
1351646	1	2.75496051375
1352554	0	
1356614	1	2.3370452113789772
1362338	1	1.973488283423913
1365318	1	2.7974090175193846
1379586	1	2.4276946440886684
1379800	1	3.4940456706818166
1382426	0	
1382886	1	2.8270733082039916
1389870	1	3.4542362468750003
1394404	1	2.982673938860104
1396806	1	2.948642084199585
1400614	1	2.174224457894737
1400948	0	
1402672	1	2.5053859696969707
1407308	1	2.4624450707379117
1407314	1	2.8645079172839507
140786	1	2.727555780610893
1412368	1	3.2647088416798713
1415562	1	2.9755623032388683
1418155	1	2.824813891948053
1420386	1	2.68541343951807
1421014	1	3.05773935045045
1424258	1	3.151855336201782
1433442	1	3.2156637709558806
1434492	1	3.6300860792592577
1434926	1	3.1918931879166665
1436164	1	3.3890757007067136
1437038	1	3.0176662497765334
1437348	1	2.7856952831381725
1453209	1	2.795305559599333
1453247	1	2.897295412840469
1454566	1	3.827074360326086
1454586	1	3.5153815660668397
1458490	1	2.059746861538462
1467252	1	2.383625726530614
1467960	1	2.7670729651917414
1479488	1	2.3773112669253114
1483618	1	3.09958016013011
1484379	1	2.8311219254071647
1488690	1	2.62556573007614
148928	1	3.1935064029220768
1490852	1	3.6185268905882335
1496292	1	2.8353949183308447
1499090	0	
1503396	1	3.710910999999999
1504608	0	
1508306	0	
1512764	1	2.103789834374999
1514058	1	2.317157083632735
1514204	1	2.2617177017208423
1514262	1	3.330183970046082
1518060	1	3.769317850366301
1518236	1	3.360461513432837
1521136	1	3.1601067681818167
1523692	1	3.091048998973301
1527124	1	3.124349898223353
1529326	1	2.5854071131661436
153034	1	2.732794543856794
1532040	1	3.0026543142326747
1532412	1	3.0240500672093016
1535970	1	2.414731817647058
1536066	1	2.459555872943725
1537740	1	2.6647297614609564
1540380	1	3.682631660010349
1541778	0	
1547484	0	
1550112	0	
1553136	1	3.0444646403508764
1553738	1	3.1375380259259256
1555326	1	3.49296103766579
1560348	1	2.847708595229357
1561606	1	2.7863386177242897
1578722	0	
1582266	1	3.298807358646617
1586110	1	3.0461313403556702
1586500	1	2.655717806456953
1594030	1	3.5651548089171983
1595276	1	3.8756168135265696
1596336	1	2.573365833884297
1609596	0	
1612050	1	3.4164779993984955
1612532	1	2.6649560802008545
1618404	1	2.7926407929256576
1624746	1	3.089569084090911
1632674	1	2.632706687179485
1639288	1	2.841790669216059
1642638	1	3.394004007608694
1642938	1	2.9121354523809506
1643770	1	2.41083741724138
1644918	1	2.8443657292452844
1646848	1	3.096930267161016
1650264	1	2.4716194166814542
1653664	1	3.0455591887071645
1670456	1	2.379779403999998
1679476	1	2.707998830476192
1699582	1	2.0210020747474764
1702424	1	2.8913592554973815
1707930	1	2.797909407462688
1713366	1	2.405486990751444
1713928	0	
1717070	0	
1718950	0	
1719944	0	
1720356	1	2.497732140888888
1721592	1	3.0233568206896515
1723120	1	2.708075618518518
172336	1	2.370857850956524
1739952	1	3.0403928552447534
1743568	1	3.1620401556338
1767494	1	2.8926451804081643
176962	0	
1776974	1	2.435420854411763
1781928	1	2.338662476180699
1782908	1	3.2548752279161213
1785208	1	2.7057425554528645
1796738	1	2.045005234123223
1796858	1	3.3225428624999997
1800988	1	2.6319601317982446
1810816	1	2.343129303692761
184136	1	2.587435041127704
184138	1	2.5201120056078414
1844956	1	2.735049486489902
1856086	1	2.8531984844512177
1870422	1	1.9452950573839638
1890008	0	
1890280	1	3.3880865305475503
189086	0	
1891438	1	1.7770282025423738
1892252	1	2.979122400979327
1892676	1	2.661063712982457
1904280	1	2.97973235925926
1905156	1	3.37194467348485
190852	1	2.6576735776227163
190868	1	3.5181175793478254
190894	1	3.322667353333334
1918256	1	2.510278727674421
1918258	1	2.690991369214437
1931790	0	
1933710	0	
193824	1	3.127486626865672
1942484	1	3.0706561984375016
1949428	0	
1952202	1	2.488082071245186
195286	1	3.321306039252336
1962332	1	3.4081386043290047
19645	1	3.3967754999999995
1965588	1	2.634204251489359
1976728	1	2.319423125216642
1982572	1	3.1281758729537374
1983664	1	3.5053173341356687
1985814	0	
1991330	1	2.5420680918831158
1992144	1	2.937001659529413
1995462	0	
2000252	1	2.7664152141577096
2003354	1	3.3035168149999996
2016652	1	2.3957562427112333
2035914	1	3.2870368937391303
2052119	1	3.37693463978873
2055795	0	
2057665	1	3.565213081214419
205942	1	2.5174106851577
2064173	1	2.8700478978723423
2065159	1	2.9890760380305585
206894	1	2.706269942657344
2069393	1	3.1324708777385166
2070433	1	2.777314910526316
2070509	1	3.6493504465517237
2072037	1	2.650385684347825
2074444	1	2.7441818233258117
2075324	1	2.9559123221311485
2076402	1	2.3611149369382
2083068	1	2.6614711910588222
2094656	0	
2108272	1	2.682319231923075
2120356	1	2.3960795961783448
2127082	0	
2131392	1	2.696722372405065
2132038	1	2.2811899367647075
213254	0	
2138160	1	2.6189597586267603
2142854	1	3.409017003058823
2151152	1	2.9448939375
2155970	1	3.054072366666667
2170098	1	3.574902036792454
2188092	1	3.1688608954598334
2188604	1	3.037126573984703
2201816	1	3.4722904714793716
2204132	1	2.779525713991769
2213940	1	2.3604751091106317
2218098	1	2.5195701761811007
2219216	1	3.1627488214788735
2219428	1	2.4678622904285725
2228680	1	2.2264392417266183
2230338	1	2.2913280537190066
2231650	1	2.639721545219637
2240978	1	2.3241609359143314
2245682	1	2.3963705874084904
2254556	1	3.2034648943037944
2260258	1	2.6784669341704053
2275491	1	3.2199467353968254
2275853	1	3.102172395967741
2286225	1	3.4379873000000005
228900	1	2.569432134013604
2289147	1	3.246206422950819
2297798	1	3.015512457864359
2312768	1	3.2211855906015012
2313386	0	
2315158	1	2.9976667291666668
2315760	1	2.976093353846156
2318504	0	
2318796	1	2.1408931339430914
2323470	1	2.906348994533331
2323884	1	3.764525885714286
2324348	1	2.3796464135238082
2324988	1	3.22142144944099
2333138	1	3.324185963895782
2341092	1	3.0795361562499997
2345358	1	2.857283146666669
2346242	1	3.169086542884992
2347918	1	3.2646462051020375
2351134	1	3.669883468852459
2355474	1	2.6055020326959846
2355482	1	2.358150540927419
2355914	0	
2363952	0	
2365704	1	3.0660816932457786
237148	0	
2373232	1	2.5877319281417805
2381730	1	2.7805415021201396
2382955	0	
2397370	1	2.8319240338530065
2397388	1	2.8536658408450704
2401810	1	3.3430044500000005
2402282	1	3.273181868309856
2408956	1	2.7539755704414577
2412230	1	2.0892161534490223
2415220	1	2.3031148655339813
241526	1	2.7192775749999982
2419258	1	2.6080813885844725
2419270	1	2.6954246126385835
2422386	1	2.842866777697841
2424908	0	
2441138	1	3.815051917326733
2445534	1	3.7861703325000002
2448476	1	3.1703285366666667
2449964	1	2.3552022306479845
2456222	1	2.7496619527707797
2456260	1	3.0392259443750014
2460976	1	2.7386786243718624
2473210	1	2.475358635535715
2479064	1	2.658465245220587
250516	1	2.6677224564516133
250852	1	2.8687772548780495
2508854	1	4.13449979513889
2509562	1	3.306896166195523
2516190	0	
2518362	1	2.640791755263158
2519178	1	3.473943352370203
2521854	1	2.849349275949367
2522376	1	3.0807724166666657
