Video_ID	showup	smile_duration	duration	smile_proportion
2275853	1	3720	3720	1.0
2286225	1	0	300	0.0
228900	1	1740	8820	0.19727891156462585
2289147	1	2400	5490	0.4371584699453552
2297798	1	390	20790	0.01875901875901876
2312768	1	0	15960	0.0
2313386	0			
2315158	1	330	720	0.4583333333333333
2315760	1	990	4680	0.21153846153846154
2318504	0			
2318796	1	0	14760	0.0
2323470	1	6870	22500	0.30533333333333335
2323884	1	0	2100	0.0
2324348	1	0	15750	0.0
2324988	1	2100	24150	0.08695652173913043
2333138	1	0	24180	0.0
2341092	1	0	4800	0.0
2345358	1	0	4950	0.0
2346242	1	30	15390	0.001949317738791423
2347918	1	1170	26460	0.04421768707482993
2351134	1	0	9150	0.0
2355474	1	30	15690	0.0019120458891013384
2355482	1	0	14880	0.0
2355914	0			
2363952	0			
2365704	1	1530	15990	0.09568480300187618
237148	0			
2373232	1	6600	27930	0.23630504833512353
2381730	1	60	16980	0.0035335689045936395
2382955	0			
2397370	1	0	13470	0.0
2397388	1	210	2130	0.09859154929577464
2401810	1	210	360	0.5833333333333334
2402282	1	930	8520	0.10915492957746478
2408956	1	90	15630	0.005758157389635317
2412230	1	2820	69150	0.040780911062906725
2415220	1	180	12360	0.014563106796116505
241526	1	720	720	1.0
2419258	1	90	13140	0.00684931506849315
2419270	1	30	13530	0.0022172949002217295
2422386	1	180	4170	0.04316546762589928
2424908	0			
2441138	1	90	24240	0.0037128712871287127
2445534	1	1200	1200	1.0
2448476	1	0	900	0.0
2449964	1	8670	17130	0.5061295971978984
2456222	1	330	23820	0.013853904282115869
2456260	1	0	4800	0.0
2460976	1	120	11940	0.010050251256281407
2473210	1	0	16800	0.0
2479064	1	0	16320	0.0
250516	1	0	2852	0.0
250852	1	0	2050	0.0
2508854	1	0	4320	0.0
2509562	1	2490	50940	0.04888103651354535
2516190	0			
2518362	1	540	2280	0.23684210526315788
2519178	1	60	13290	0.004514672686230248
2521854	1	5100	9480	0.5379746835443038
2522376	1	3720	15840	0.23484848484848486
2546557	1	0	21300	0.0
2549401	1	1050	4710	0.2229299363057325
2580026	1	1500	4290	0.34965034965034963
2586438	1	150	1650	0.09090909090909091
2591038	1	90	33690	0.0026714158504007124
2595808	1	2010	31920	0.06296992481203008
2600276	1	5610	10230	0.5483870967741935
2608138	1	30	6450	0.004651162790697674
2622518	1	12330	20370	0.605301914580265
2623634	1	780	13290	0.05869074492099323
2625070	1	4620	7860	0.5877862595419847
2634964	0			
2639196	1	0	1380	0.0
2644110	1	1800	29160	0.06172839506172839
2645594	1	2700	19950	0.13533834586466165
2648332	0			
2650128	1	1560	30810	0.05063291139240506
2653962	1	2280	21960	0.10382513661202186
2656582	1	990	2670	0.3707865168539326
2665072	1	600	3150	0.19047619047619047
2666562	1	30	16890	0.0017761989342806395
2683750	1	0	22860	0.0
2684574	1	0	17250	0.0
2692326	1	690	13050	0.052873563218390804
2701354	0			
2705464	1	2430	77670	0.031286210892236384
2711092	1	690	24510	0.028151774785801713
2725888	1	0	8250	0.0
2727128	1	30	15180	0.001976284584980237
2728428	0			
2729528	1	2820	2820	1.0
2730720	0			
2732370	1	8730	64170	0.13604488078541374
2733982	1	0	14550	0.0
2746858	1	30	9390	0.003194888178913738
2751628	1	30	17490	0.0017152658662092624
2754868	1	1080	5040	0.21428571428571427
2767348	1	0	67440	0.0
2769282	1	990	7800	0.12692307692307692
2775510	0			
277654	1	1920	15750	0.1219047619047619
2785188	0			
2787956	1	2220	25710	0.08634772462077013
2806595	1	30	7290	0.00411522633744856
2807947	1	0	2850	0.0
280984	1	5760	7740	0.7441860465116279
2811161	1	150	16950	0.008849557522123894
283336	1	2784	17400	0.16
284246	0			
2843526	0			
285610	1	0	1230	0.0
2859792	1	0	13410	0.0
2860806	1	3060	23670	0.12927756653992395
2864798	1	6510	10050	0.6477611940298508
286690	1	8640	19890	0.4343891402714932
2876230	1	600	7290	0.0823045267489712
2876442	1	6210	12840	0.48364485981308414
2879462	1	210	12690	0.016548463356973995
288066	1	609	10846	0.05614973262032086
2909982	0			
2936844	1	0	1890	0.0
2941328	1	60	16350	0.003669724770642202
2945484	1	0	12240	0.0
294638	1	1500	4860	0.30864197530864196
2963378	1	0	10650	0.0
296377	1	1650	3900	0.4230769230769231
2964360	1	0	22920	0.0
2986586	1	0	5940	0.0
2993806	1	0	7350	0.0
2995310	1	0	9510	0.0
2996282	1	1050	9960	0.10542168674698796
2998050	1	16530	26190	0.6311569301260023
2999138	1	240	31830	0.007540056550424128
3007948	0			
3017800	1	2940	7320	0.4016393442622951
30203	0			
304132	0			
3046340	1	360	8280	0.043478260869565216
3060534	1	1470	33870	0.043401240035429584
3073786	1	1260	3480	0.3620689655172414
3077862	1	60	26010	0.002306805074971165
3079104	1	480	1650	0.2909090909090909
3089018	1	2970	5550	0.5351351351351351
309066	1	0	7848	0.0
3100628	1	240	6210	0.03864734299516908
3108160	1	90	43440	0.0020718232044198894
3114000	1	3900	35310	0.11045029736618521
3115688	1	240	8670	0.02768166089965398
3116390	1	450	5460	0.08241758241758242
3117452	0			
312564	1	391	17641	0.02216427640156454
3127990	1	0	8610	0.0
313174	1	1410	1620	0.8703703703703703
3140144	1	0	15510	0.0
3153902	1	240	6090	0.03940886699507389
3161726	1	0	32760	0.0
3164996	1	4890	6780	0.7212389380530974
318490	1	0	72	0.0
3189738	1	0	4530	0.0
319042	1	850	5875	0.14468085106382977
319664	1	5865	32177	0.18227305218012865
3196780	1	840	9600	0.0875
3200110	1	0	270	0.0
322500	1	570	2370	0.24050632911392406
3226937	1	5970	24870	0.24004825090470447
3227547	1	90	6690	0.013452914798206279
3234691	1	180	12540	0.014354066985645933
3245114	1	120	7680	0.015625
3249664	1	750	6570	0.1141552511415525
324974	1	0	2610	0.0
3253720	1	7380	12840	0.5747663551401869
326106	1	570	2730	0.2087912087912088
3262426	1	4860	22290	0.2180349932705249
3264174	1	900	9570	0.09404388714733543
3264680	1	120	30150	0.003980099502487562
328808	0			
328928	0			
3295220	1	0	1620	0.0
3296418	0			
3302248	1	17130	26490	0.6466591166477916
3302978	0			
3303144	0			
3313696	1	0	6480	0.0
33145	1	2975	18800	0.15824468085106383
3316532	1	8280	22890	0.3617300131061599
3321918	1	150	20670	0.00725689404934688
3330096	1	30	26460	0.0011337868480725624
3335246	1	16590	106740	0.15542439572793704
3343874	1	510	4770	0.1069182389937107
334902	1	2100	11370	0.18469656992084432
3358238	0			
336172	1	0	9177	0.0
3369752	1	1620	2130	0.7605633802816901
3373624	1	0	1770	0.0
3374896	1	3750	11490	0.3263707571801567
3382642	1	150	43080	0.003481894150417827
338792	1	7350	11640	0.6314432989690721
3389606	1	0	6270	0.0
3399524	1	7380	56730	0.13008989952406133
3404360	1	60	15900	0.0037735849056603774
3407840	1	0	2550	0.0
342074	1	0	750	0.0
342720	1	3390	4890	0.6932515337423313
3427574	1	4320	14250	0.3031578947368421
3427858	1	0	9300	0.0
343262	1	2370	108000	0.021944444444444444
343316	1	3540	7290	0.48559670781893005
343336	0			
3439406	1	4290	13740	0.31222707423580787
344418	1	2425	12150	0.19958847736625515
3452540	1	1170	6990	0.16738197424892703
3452988	1	300	9180	0.032679738562091505
3475640	1	630	13620	0.046255506607929514
3478326	1	270	17280	0.015625
3482220	1	1230	31020	0.039651837524177946
3490216	1	150	40170	0.0037341299477221808
3505128	1	90	4080	0.022058823529411766
351142	1	3450	4980	0.6927710843373494
352838	0			
3530976	1	1200	24780	0.048426150121065374
3531326	1	2160	20220	0.10682492581602374
3539752	1	2100	13470	0.155902004454343
354140	0			
3543626	1	1920	16770	0.11449016100178891
3548126	1	12960	28290	0.45811240721102864
3550700	1	1380	17610	0.07836456558773425
3550790	1	2070	8430	0.24555160142348753
3554231	1	0	13920	0.0
3555517	1	5070	24000	0.21125
3574887	0			
3576655	1	30	17640	0.0017006802721088435
3584534	1	330	21360	0.01544943820224719
3585602	1	0	13500	0.0
3596132	1	7620	22710	0.33553500660501984
3597942	1	4680	38730	0.12083656080557707
36090	1	1679	25668	0.06541218637992832
361272	1	510	13710	0.037199124726477024
3620646	1	30	16920	0.0017730496453900709
3632484	1	2070	30000	0.069
363252	1	2130	7320	0.29098360655737704
363280	1	5010	7020	0.7136752136752137
3641270	1	0	43590	0.0
365362	1	2775	9250	0.3
3657354	1	0	29010	0.0
3669072	1	0	750	0.0
3681302	1	960	3270	0.29357798165137616
368516	0			
369160	1	232	29290	0.007920792079207921
370166	1	360	43440	0.008287292817679558
370264	1	336	11664	0.02880658436213992
372570	1	0	1770	0.0
373312	0			
3735538	0			
3738114	1	0	23100	0.0
374904	1	25	15125	0.001652892561983471
374962	1	90	1530	0.058823529411764705
375032	1	432	10440	0.041379310344827586
375696	1	0	6192	0.0
3763034	1	0	12150	0.0
376472	1	0	465	0.0
377218	1	0	4890	0.0
3773182	1	120	26700	0.0044943820224719105
3778772	1	0	28800	0.0
378032	0			
378718	1	120	34320	0.0034965034965034965
378838	1	990	2880	0.34375
379706	1	100	15650	0.006389776357827476
38034	1	2900	15776	0.18382352941176472
3805684	1	60	19830	0.0030257186081694403
3826536	1	6450	18990	0.33965244865718797
382966	1	0	1440	0.0
3832678	0			
385066	0			
3850986	1	1680	3510	0.47863247863247865
385896	1	90	19110	0.004709576138147566
3859044	1	300	6270	0.04784688995215311
3877864	1	0	32310	0.0
3904028	1	120	750	0.16
3904040	0			
3915522	0			
392584	1	660	36720	0.017973856209150325
3932160	0			
394340	1	174	5945	0.02926829268292683
394952	1	725	19459	0.037257824143070044
3953058	0			
3953528	1	1410	46320	0.03044041450777202
396680	0			
398400	1	1110	13080	0.08486238532110092
399040	1	180	510	0.35294117647058826
399334	1	6496	54984	0.11814345991561181
400366	1	5280	13590	0.38852097130242824
4007410	1	0	44280	0.0
4034744	1	1800	4800	0.375
4048228	1	3150	12690	0.24822695035460993
405180	1	115	10350	0.011111111111111112
405576	1	2250	16170	0.1391465677179963
4056892	1	30	2040	0.014705882352941176
406978	1	30	7290	0.00411522633744856
407442	1	0	4830	0.0
408060	1	200	12325	0.016227180527383367
4116480	0			
413508	1	1140	17040	0.06690140845070422
4135128	0			
418222	1	232	2204	0.10526315789473684
4186040	1	2520	22200	0.11351351351351352
419684	1	2220	2220	1.0
4198410	1	660	8880	0.07432432432432433
422306	0			
4229850	1	2010	13410	0.14988814317673377
426760	1	1403	7682	0.18263473053892215
430396	1	360	43980	0.008185538881309686
4315528	1	300	16980	0.0176678445229682
433024	1	1050	81150	0.012939001848428836
434058	0			
442286	0			
446108	1	1425	9575	0.14882506527415143
448830	0			
452884	1	0	9990	0.0
453908	1	60	6210	0.00966183574879227
454722	1	0	18600	0.0
455146	1	1410	30150	0.046766169154228855
460278	1	2370	20790	0.113997113997114
463318	1	0	4512	0.0
464914	0			
466736	0			
466772	1	0	9150	0.0
470398	1	1110	5880	0.18877551020408162
471704	0			
47285	1	0	20790	0.0
473944	1	120	1560	0.07692307692307693
475634	0			
477888	1	5175	15275	0.33878887070376434
47929	1	0	900	0.0
479988	1	0	720	0.0
481130	1	3200	15575	0.20545746388443017
48424	1	3886	22330	0.17402597402597403
490754	0			
492596	0			
494152	1	2970	12300	0.24146341463414633
497350	1	24	168	0.14285714285714285
498506	1	551	38802	0.014200298953662182
499008	1	3840	27420	0.1400437636761488
500014	1	0	750	0.0
503806	1	270	270	1.0
505258	1	1320	14010	0.09421841541755889
505648	1	0	2280	0.0
506948	0			
508338	1	609	22388	0.027202072538860103
511796	1	390	8880	0.04391891891891892
52253	1	1050	2430	0.43209876543209874
523190	1	1392	19920	0.06987951807228916
525494	1	990	13950	0.07096774193548387
530710	1	2190	22980	0.09530026109660575
531602	1	0	13524	0.0
532168	1	0	3792	0.0
535336	1	0	1470	0.0
538284	1	1050	17310	0.060658578856152515
539756	1	1140	24600	0.046341463414634146
541506	0			
542342	1	720	9180	0.0784313725490196
542972	1	0	26730	0.0
544600	1	531	15163	0.03501945525291829
544828	1	48	5112	0.009389671361502348
545668	0			
545678	0			
546960	1	0	1440	0.0
549848	1	10530	18330	0.574468085106383
550604	1	480	79290	0.006053726825576996
552524	1	0	21540	0.0
558014	1	420	420	1.0
563556	1	4860	7590	0.6403162055335968
566378	1	240	630	0.38095238095238093
569950	1	1260	14130	0.08917197452229299
571876	1	0	600	0.0
572194	1	240	25650	0.00935672514619883
578928	1	0	5244	0.0
582626	1	1608	4752	0.3383838383838384
586176	1	120	2970	0.04040404040404041
586442	1	1890	79410	0.023800528900642236
588442	0			
592896	1	3720	136110	0.02733083535375799
594242	1	696	20793	0.03347280334728033
595010	1	1125	3600	0.3125
600500	0			
602640	1	58	3422	0.01694915254237288
604972	1	1290	84450	0.0152753108348135
605240	1	0	5310	0.0
605750	0			
605802	1	2130	14790	0.1440162271805274
607072	0			
608236	1	0	10890	0.0
613512	1	29	20851	0.0013908205841446453
615274	1	0	11580	0.0
618888	1	25	600	0.041666666666666664
619260	1	1020	12120	0.08415841584158416
619690	1	2610	18840	0.13853503184713375
62086	1	0	1830	0.0
624816	1	7020	35340	0.19864176570458403
627016	1	2700	140460	0.019222554463904314
630582	1	0	3519	0.0
633084	1	120	5760	0.020833333333333332
633526	1	0	36780	0.0
633976	1	116	13514	0.008583690987124463
634074	0			
635514	0			
63594	0			
636806	1	0	11745	0.0
637826	1	1840	5474	0.33613445378151263
638078	1	990	34140	0.02899824253075571
640620	1	360	540	0.6666666666666666
646526	1	1590	20370	0.0780559646539028
647506	1	116	21866	0.005305039787798408
648530	1	624	12192	0.051181102362204724
650424	1	0	45720	0.0
650794	1	0	1150	0.0
655608	1	1140	14370	0.07933194154488518
657730	1	23	5060	0.004545454545454545
660532	1	725	22852	0.031725888324873094
660834	1	6060	15900	0.38113207547169814
66143	1	3840	17490	0.2195540308747856
664538	1	92	1564	0.058823529411764705
666956	0			
671052	1	360	14070	0.0255863539445629
671208	1	475	12725	0.03732809430255403
672308	1	240	44250	0.005423728813559322
672578	1	90	3120	0.028846153846153848
672754	1	8910	16260	0.5479704797047971
673574	1	3180	5880	0.5408163265306123
677468	1	3840	111120	0.03455723542116631
680930	1	4350	20097	0.21645021645021645
681174	0			
683954	1	2880	17190	0.16753926701570682
687134	1	3364	28739	0.1170534813319879
688432	1	1073	22127	0.04849279161205767
689776	1	2050	22700	0.09030837004405286
690380	1	3660	3660	1.0
694116	1	270	4530	0.059602649006622516
697438	1	330	6030	0.05472636815920398
697724	0			
698068	1	6510	21180	0.3073654390934844
698200	1	750	14700	0.05102040816326531
698704	0			
699030	1	1230	5700	0.21578947368421053
699254	1	12180	32130	0.3790849673202614
700868	1	0	3519	0.0
704140	1	2730	20100	0.13582089552238805
709696	0			
712202	1	0	9900	0.0
717046	1	0	1560	0.0
718742	1	3422	14471	0.23647294589178355
720732	1	0	5880	0.0
724922	1	180	33900	0.005309734513274336
726250	1	3016	14964	0.20155038759689922
726896	1	0	103000	0.0
727262	1	1410	11700	0.12051282051282051
730594	1	1560	11040	0.14130434782608695
732016	1	30	137520	0.0002181500872600349
73210	1	0	1590	0.0
732914	0			
734134	1	12360	24870	0.4969843184559711
734706	1	3840	5640	0.6808510638297872
735990	1	90	10590	0.0084985835694051
740954	1	11040	21990	0.5020463847203275
743502	1	550	14375	0.03826086956521739
745514	1	7980	25560	0.31220657276995306
746550	1	0	22860	0.0
749048	1	1530	17940	0.08528428093645485
749432	1	1650	2220	0.7432432432432432
749948	1	5075	18879	0.26881720430107525
750264	0			
751294	1	5820	14880	0.3911290322580645
756618	1	1475	36075	0.040887040887040885
759492	0			
762874	1	0	20340	0.0
765532	1	0	2175	0.0
773952	1	144	7176	0.020066889632107024
774744	1	3509	19111	0.18361153262518967
787618	1	1230	12390	0.09927360774818401
788372	1	180	20970	0.008583690987124463
789884	1	1920	8700	0.2206896551724138
790624	1	30	2250	0.013333333333333334
791690	1	2190	14460	0.15145228215767634
793550	1	150	2010	0.07462686567164178
794670	1	0	2256	0.0
798812	1	0	4650	0.0
800248	1	960	8070	0.11895910780669144
800916	1	0	5550	0.0
