Video_ID	showup	Intensity
1643770	1	0.3322592052586206
1644918	1	0.4885811849559749
1646848	1	0.2873533132415254
1650264	1	0.1962395165008874
1653664	1	0.42691508911059206
1670456	1	0.5107794748400001
1679476	1	0.19927251550562763
1699582	1	0.31547150478282826
1702424	1	0.5477960737905757
1707930	1	0.1512936423880597
1713366	1	0.43612699618497097
1713928	0	
1717070	0	
1718950	0	
1719944	0	
1720356	1	0.3869148838059257
1721592	1	0.3433037214008624
1723120	1	0.3948599659259259
172336	1	0.44570653483478234
1739952	1	0.4752354275804197
1743568	1	0.44752824615492953
1767494	1	0.3244426105816327
176962	0	
1776974	1	0.4027400602034314
1781928	1	0.6326753260369613
1782908	1	0.34900129815203157
1785208	1	0.5898231189722739
1796738	1	0.3129569229327013
1796858	1	0.162000021875
1800988	1	0.4410742416907896
1810816	1	0.2935093209217132
184136	1	0.2896922695306801
184138	1	0.300459549418313
1844956	1	0.584738631742425
1856086	1	0.39005308792728693
1870422	1	0.6757379826708859
1890008	0	
1890280	1	0.7015487600288185
189086	0	
1891438	1	0.2791890338389831
1892252	1	0.40637885928944495
1892676	1	0.3512010203087718
1904280	1	0.13645613170370371
1905156	1	0.5458512575757576
190852	1	0.4171606750877768
190868	1	0.27648528208043477
190894	1	0.08152795963333334
1918256	1	0.3886227503488375
1918258	1	0.4907309256475586
1931790	0	
1933710	0	
193824	1	0.48703706074626857
1942484	1	0.23875094446874998
1949428	0	
1952202	1	0.49124753507060337
195286	1	0.5353956593457947
1962332	1	0.2637887677727272
19645	1	0.4017479537866111
1965588	1	0.3490179625872341
1976728	1	0.45903467883535537
1982572	1	0.5271350399644129
1983664	1	0.6424817340919038
1985814	0	
1991330	1	0.5224860276515153
1992144	1	0.3522263156164704
1995462	0	
2000252	1	0.6215208883817203
2003354	1	0.4285734359999999
2016652	1	0.4959265526090997
2035914	1	0.26047637510434773
2052119	1	0.4027669394718312
2055795	0	
2057665	1	0.4162887254079697
205942	1	0.550285755003711
2064173	1	0.20161876436170206
2065159	1	0.3560696610050934
206894	1	0.38762959660839147
2069393	1	0.34188501211660793
2070433	1	0.4015330257017544
2070509	1	0.29641979403448276
2072037	1	0.27746821258695653
2074444	1	0.4139496251651613
2075324	1	0.4464898497540984
2076402	1	0.48805979377809
2083068	1	0.5214912764235292
2094656	0	
2108272	1	0.5215821719500001
2120356	1	0.39370515490445857
2127082	0	
2131392	1	0.5012611023367091
2132038	1	0.4439398469852941
213254	0	
2138160	1	0.24769525083626737
2142854	1	0.5266974488705874
2151152	1	0.1279301345
2155970	1	0.3440910993333334
2170098	1	0.34832340653301846
2188092	1	0.09099564225960424
2188604	1	0.35122391957327836
2201816	1	0.5107111198648647
2204132	1	0.3793643436625514
2213940	1	0.5230742066811283
2218098	1	0.4928234819685034
2219216	1	0.6252628858591549
2219428	1	0.5078585450714281
2228680	1	0.2618703644618706
2230338	1	0.33526277773553737
2231650	1	0.600036415374677
2240978	1	0.45394475498187825
2245682	1	0.4171253096339679
2254556	1	0.3764101120189876
2260258	1	0.32490779284125587
2275491	1	0.5492967613650797
2275853	1	0.2462979666129032
2286225	1	0.252925157
228900	1	0.37578135375510197
2289147	1	0.3806484026393443
2297798	1	0.6147265801038971
2312768	1	0.5420798641917294
2313386	0	
2315158	1	0.256120635
2315760	1	0.5248614229487176
2318504	0	
2318796	1	0.4472511604329266
2323470	1	0.51405341462
2323884	1	0.27920162932857134
2324348	1	0.5234680556190484
2324988	1	0.3942038844906832
2333138	1	0.37047382320099254
2341092	1	0.4454183978749998
2345358	1	0.5442627028484853
2346242	1	0.33988650019493133
2347918	1	0.31371868450453505
2351134	1	0.33178548557377063
2355474	1	0.4216510362715106
2355482	1	0.3666277215322577
2355914	0	
2363952	0	
2365704	1	0.4438198809005626
237148	0	
2373232	1	0.505682022728249
2381730	1	0.6671908473462902
2382955	0	
2397370	1	0.7049444565033405
2397388	1	0.3792702588732393
2401810	1	0.45671250999999996
2402282	1	0.2901561775246478
2408956	1	0.6501901885355087
2412230	1	0.38499806783123625
2415220	1	0.4635924982038835
241526	1	0.8466452066666666
2419258	1	0.6760169759589043
2419270	1	0.6609581807095349
2422386	1	0.3243027294964029
2424908	0	
2441138	1	0.31512778202970343
2445534	1	0.21602604250000002
2448476	1	0.561414101
2449964	1	0.2821597955796846
2456222	1	0.7031205410957173
2456260	1	0.3776732409999999
2460976	1	0.42460380293969824
2473210	1	0.29808515630357113
2479064	1	0.2920870743952205
250516	1	0.5788803472580647
250852	1	0.28799555613414624
2508854	1	0.268472266736111
2509562	1	0.5361646615541824
2516190	0	
2518362	1	0.46990432806578947
2519178	1	0.6143263453589166
2521854	1	0.3773623888417722
2522376	1	0.38516602964962116
2546557	1	0.46277442352112674
2549401	1	0.4657406005605096
2580026	1	0.4126055132377623
2586438	1	0.43996133054545467
2591038	1	0.5592932294078355
2595808	1	0.6722162914501877
2600276	1	0.38883366446920825
2608138	1	0.5345300709581393
2622518	1	0.5429582039145803
2623634	1	0.4475034316320541
2625070	1	0.2403550676805344
2634964	0	
2639196	1	0.30913282043478274
2644110	1	0.3446354310051443
2645594	1	0.4304346758240602
2648332	0	
2650128	1	0.6369156216163577
2653962	1	0.3729079388698089
2656582	1	0.18474269040449431
2665072	1	0.30877704374285714
2666562	1	0.43988984338721077
2683750	1	0.4316342264041996
2684574	1	0.46530057685217385
2692326	1	0.5624544709655169
2701354	0	
2705464	1	0.3734562934121284
2711092	1	0.40731530670257043
2725888	1	0.44917475077818175
2727128	1	0.3751232157509885
2728428	0	
2729528	1	0.4822299864893615
2730720	0	
2732370	1	0.203345727086863
2733982	1	0.3429782878350518
2746858	1	0.3800567604984024
2751628	1	0.5250927558250431
2754868	1	0.2702665083154763
2767348	1	0.6866324223443063
2769282	1	0.48393170851538475
2775510	0	
277654	1	0.3351252056114287
2785188	0	
2787956	1	0.37451087406884476
2806595	1	0.29962898119753073
2807947	1	0.34368560652631586
280984	1	0.328488927379845
2811161	1	0.5439165154743356
283336	1	0.4019541609399997
284246	0	
2843526	0	
285610	1	0.43008000243902433
2859792	1	0.21522237024832208
2860806	1	0.5686729374524706
2864798	1	0.3454807442477613
286690	1	0.2839890164675718
2876230	1	0.6505964649588476
2876442	1	0.43543983482476656
2879462	1	0.7028220469976354
288066	1	0.5227019398422457
2909982	0	
2936844	1	0.20694243215873023
2941328	1	0.1352395964963303
2945484	1	0.508352423651961
294638	1	0.29638960846913587
2963378	1	0.49390985016901423
296377	1	0.3113511718923077
2964360	1	0.379444574829843
2986586	1	0.3905745232323234
2993806	1	0.46683517522449003
2995310	1	0.45995773449211347
2996282	1	0.4204470097590366
2998050	1	0.4855446644616262
2999138	1	0.27862412169934014
3007948	0	
3017800	1	0.43590878499999985
30203	0	
304132	0	
3046340	1	0.17668098942391297
3060534	1	0.46330882705048676
3073786	1	0.35114540202586203
3077862	1	0.7058037586389844
3079104	1	0.25412597800000003
3089018	1	0.49425615886486496
309066	1	0.3771415351070331
3100628	1	0.4006538275362322
3108160	1	0.48387257495165675
3114000	1	0.5749571808688191
3115688	1	0.42383986269204166
3116390	1	0.5642503576923075
3117452	0	
312564	1	0.5633036186362455
3127990	1	0.6350722718118468
313174	1	0.34132739796296313
3140144	1	0.7277489862669243
3153902	1	0.3859080075862072
3161726	1	0.45787400582417576
3164996	1	0.40586814732743365
318490	1	0.37195718333333333
3189738	1	0.24974021066225177
319042	1	0.2646487792225532
319664	1	0.6548105248291632
3196780	1	0.4196499332062499
3200110	1	0.19010159000000001
322500	1	0.3197164081012657
3226937	1	0.4439102852195414
3227547	1	0.42246350260089677
3234691	1	0.3000034286889951
3245114	1	0.41876878730468725
3249664	1	0.8615990677168952
324974	1	0.4345096405747126
3253720	1	0.426150130327103
326106	1	0.2844923875164836
3262426	1	0.36193205518977123
3264174	1	0.4075335048589343
3264680	1	0.282887701247761
328808	0	
328928	0	
3295220	1	0.3713247792592593
3296418	0	
3302248	1	0.4160319054326162
3302978	0	
3303144	0	
3313696	1	0.5835790531481481
33145	1	0.48503958987367046
3316532	1	0.27390889972345983
3321918	1	0.569393725979681
3330096	1	0.5477759761564623
3335246	1	0.41314134804870634
3343874	1	0.3857699089496856
334902	1	0.5316702414775729
3358238	0	
336172	1	0.432105599749373
3369752	1	0.4081924843661971
3373624	1	0.25175469528813565
3374896	1	0.42320344981984304
3382642	1	0.5080718516810582
338792	1	0.31570787592010274
3389606	1	0.3374424799999999
3399524	1	0.415566795047594
3404360	1	0.710845212056603
3407840	1	0.3754032169411764
342074	1	0.5380651692
342720	1	0.31161369174233144
3427574	1	0.36816658139157915
3427858	1	0.3092443489612903
343262	1	0.2891466906388889
343316	1	0.35637900586008253
343336	0	
3439406	1	0.2630106083711791
344418	1	0.33895768913580254
3452540	1	0.5414996147424886
3452988	1	0.3527888048758171
3475640	1	0.5463743770594713
3478326	1	0.29039669741319435
3482220	1	0.3675922107959379
3490216	1	0.45044005942046317
3505128	1	0.3562599697058824
351142	1	0.34608981716867476
352838	0	
3530976	1	0.31155529165859575
3531326	1	0.26985340713204753
3539752	1	0.26381559779510017
354140	0	
3543626	1	0.2667239043659037
3548126	1	0.33648691553870586
3550700	1	0.48445667540034043
3550790	1	0.39306821711743783
3554231	1	0.4611551198383624
3555517	1	0.5369177674875
3574887	0	
3576655	1	0.4994004742006798
3584534	1	0.7036755369101129
3585602	1	0.5135006504444445
3596132	1	0.47549987540951183
3597942	1	0.4521231746429141
36090	1	0.4931050170931906
361272	1	0.3633489311006564
3620646	1	0.5391899053333334
3632484	1	0.43126746020900086
363252	1	0.340717772151639
363280	1	0.3170723088632478
3641270	1	0.5005260378114249
365362	1	0.31973847255135135
3657354	1	0.55033679983454
3669072	1	0.5362654168
3681302	1	0.29517379788990833
368516	0	
369160	1	0.6094917726772275
370166	1	0.5115695846174035
370264	1	0.26737823838683134
372570	1	0.5355369176271185
373312	0	
3735538	0	
3738114	1	0.6141405857012991
374904	1	0.45519731768595034
374962	1	0.35272468784313743
375032	1	0.40611389946206905
375696	1	0.7649604698837212
3763034	1	0.476172398271605
376472	1	0.38626618741935476
377218	1	0.47607484901840474
3773182	1	0.38997235208539327
3778772	1	0.6431237546770834
378032	0	
378718	1	0.49936120947552454
378838	1	0.3477031789062501
379706	1	0.46897498376996805
38034	1	0.6851091536930153
3805684	1	0.424098267609682
3826536	1	0.45404426593838876
382966	1	0.3741233235416667
3832678	0	
385066	0	
3850986	1	0.30029189863247874
385896	1	0.4388291032307694
3859044	1	0.6918152165358852
3877864	1	0.5067124144178273
3904028	1	0.6498292056000001
3904040	0	
3915522	0	
392584	1	0.37316697085620926
3932160	0	
394340	1	0.5901233650243906
394952	1	0.36582542111773475
3953058	0	
3953528	1	0.5069547778193005
396680	0	
398400	1	0.3559345950091743
399040	1	0.23394438352941177
399334	1	0.3467782669335447
400366	1	0.39668378989624753
4007410	1	0.387179066808943
4034744	1	0.34217082369375007
4048228	1	0.4923746924586292
405180	1	0.4075741104377775
405576	1	0.5184128934545456
4056892	1	0.559419331764706
406978	1	0.33544317848559674
407442	1	0.15797860781366452
408060	1	0.37661910125760667
4116480	0	
413508	1	0.3829151560082747
4135128	0	
418222	1	0.4303089082894737
4186040	1	0.54644656247973
419684	1	0.5922284918918913
4198410	1	0.4949630325979731
422306	0	
4229850	1	0.5205245212595078
426760	1	0.46546440914371245
430396	1	0.6326926752830826
4315528	1	0.49097334531802145
433024	1	0.28485216193552715
434058	0	
442286	0	
446108	1	0.5070513796501307
448830	0	
452884	1	0.38270627636036036
453908	1	0.3381811813043479
454722	1	0.5706762795967745
455146	1	0.27923455988756224
460278	1	0.4952445499639242
463318	1	0.7807047428191484
464914	0	
466736	0	
466772	1	0.4179925648852459
470398	1	0.48184740619897964
471704	0	
47285	1	0.44498212089466066
473944	1	0.5676122496153846
475634	0	
477888	1	0.42974270103928003
47929	1	0.4646959043333334
479988	1	0.5700051319444445
481130	1	0.5935520624799345
48424	1	0.3918537258012986
490754	0	
492596	0	
494152	1	0.24493852719268283
497350	1	0.2948970457142857
498506	1	0.6691060621547077
499008	1	0.34624427196280055
500014	1	0.36448628499999997
503806	1	0.64699938
505258	1	0.5686411065096361
505648	1	0.4577796077631577
506948	0	
508338	1	0.3568829278756478
511796	1	0.3475748005405405
52253	1	0.3176378173654322
523190	1	0.3822182739831323
525494	1	0.46527123038709695
530710	1	0.5958567988642294
531602	1	0.3893342900510203
532168	1	0.5018041931645573
535336	1	0.5789540132653058
538284	1	0.38500615299133484
539756	1	0.6695614792719515
541506	0	
542342	1	0.367449540098039
542972	1	0.4312176232210995
544600	1	0.30810051690661455
544828	1	0.48764991446009376
545668	0	
545678	0	
546960	1	0.816484468166667
549848	1	0.3425974036121113
550604	1	0.7361215483352271
552524	1	0.4330437354038995
558014	1	0.6217529164285713
563556	1	0.35802801094861625
566378	1	0.15555277933333328
569950	1	0.5252449023142254
571876	1	0.2565989125
572194	1	0.4809490419380121
578928	1	0.524616113991228
582626	1	0.48247328142929286
586176	1	0.4545681555050505
586442	1	0.2683606735413673
588442	0	
592896	1	0.2443547967646685
594242	1	0.32941752335006935
595010	1	0.5289663999305552
600500	0	
602640	1	0.4890521022033899
604972	1	0.3710390220390761
605240	1	0.43472187728813566
605750	0	
605802	1	0.4227410771805276
607072	0	
608236	1	0.4599799871349862
613512	1	0.38617200372600813
615274	1	0.4648249707253884
618888	1	0.6407404433333334
619260	1	0.49881771789603924
619690	1	0.2254700135740445
62086	1	0.48154431016393423
624816	1	0.39647404033955813
627016	1	0.32758853974433993
630582	1	0.5603649371895429
633084	1	0.3865115067187499
633526	1	0.3949279798368674
633976	1	0.33772566623175965
634074	0	
635514	0	
63594	0	
636806	1	0.45694365743209886
637826	1	0.42967403623109257
638078	1	0.5447797886353254
640620	1	0.45842746500000003
646526	1	0.35861451242268044
647506	1	0.343231411086207
648530	1	0.4753214801437009
650424	1	0.5777778249606306
650794	1	0.6915092765217391
655608	1	0.3296754028559495
657730	1	0.4838924120636364
660532	1	0.35281597077791854
660834	1	0.2728911801339622
66143	1	0.44228580652830185
664538	1	0.4544756744117647
666956	0	
671052	1	0.4456603557356078
671208	1	0.4779274928290766
672308	1	0.3070480062549152
672578	1	0.4622638844230767
672754	1	0.3827679332029519
673574	1	0.3519642586938775
677468	1	0.30800342289335786
680930	1	0.36549170666955283
681174	0	
683954	1	0.5891281443333337
687134	1	0.2031969332119071
688432	1	0.2975174213551768
689776	1	0.2567417948028634
690380	1	0.5554510120491803
694116	1	0.4272339484768211
697438	1	0.6108633025820894
697724	0	
698068	1	0.329195420828612
698200	1	0.5015960326122447
698704	0	
699030	1	0.5173104875263156
699254	1	0.33327714975536904
700868	1	0.557245781633987
704140	1	0.4312098385731345
709696	0	
712202	1	0.38124759296969724
717046	1	0.9775977698076924
718742	1	0.34875954902044076
720732	1	0.48273509214285704
724922	1	0.18902300236964584
726250	1	0.2606907229573644
726896	1	0.6246293042597081
727262	1	0.47864802692820463
730594	1	0.2589584822527173
732016	1	0.42799960776832485
73210	1	0.3240588320754717
732914	0	
734134	1	0.2874531814306394
734706	1	0.44996240367021284
735990	1	0.6779425994900854
740954	1	0.33986762038553847
743502	1	0.48200362015478265
745514	1	0.2225769131948357
746550	1	0.5448242336745408
749048	1	0.4673158299916389
749432	1	0.29348676459459455
749948	1	0.334670091198925
750264	0	
751294	1	0.6043937837580641
756618	1	0.5539186490062371
759492	0	
762874	1	0.29671888103834776
765532	1	0.4379238624137932
773952	1	0.7766067653511708
774744	1	0.43812320974506813
787618	1	0.37272514471573875
788372	1	0.2636288395193135
789884	1	0.5506225361034488
790624	1	0.5335208824000002
791690	1	0.5548832529377595
793550	1	0.7477190973134328
794670	1	0.26574444180851065
798812	1	0.8935287913548393
800248	1	0.408752183133829
800916	1	0.446336746216216
801050	1	0.27425776709314614
802818	1	0.31781542425661147
805666	1	0.18133344420689654
806892	1	0.4106559982561306
808664	1	0.37558789881818216
810960	1	0.4769580641218853
813120	1	0.4061985990132672
813718	1	0.305707216051282
817890	1	0.45330333250311644
822208	1	0.3949165428385418
832282	0	
83470	1	0.3963187872954544
83594	1	0.658207110454545
836680	1	0.5457852629974814
836842	1	0.3187297930749575
836874	1	0.38096272072157744
840140	1	0.5431360090076337
841348	1	0.682345113251505
844480	1	0.4164314390909087
845972	1	0.40138895656896545
847114	1	0.48145546704918024
847586	1	0.5818831944916887
854182	1	0.4574370615072464
85580	1	0.6442477974725274
860960	1	0.45542872257328976
861140	1	0.7118479434500001
866408	1	0.29535017329773017
868884	0	
870748	1	0.447119442
871794	1	0.5471107475471699
884716	1	0.3482508531578946
89256	0	
893306	1	0.4084732197653334
893964	1	0.31664523926056326
89412	0	
89744	1	0.4031822048897241
903772	1	0.5659991218421052
904526	1	0.34787893947180465
906654	0	
907586	1	0.2159148077856474
908192	1	0.5414850997959184
908360	1	0.3783643185860805
914276	1	0.5090300147505943
916588	1	0.22126353651787825
922280	0	
92446	1	0.4617404556653059
924674	1	0.3987620887499999
924712	1	0.23418805902083337
924746	1	0.403939248671687
928248	1	0.414865044
935288	1	0.2675470181250001
936876	1	0.32993308038682
938962	1	0.3318697000292283
940976	1	0.44381781703673473
941752	1	0.4663248742042756
942320	1	0.40199271093602224
945390	1	0.3835542509073571
951090	1	0.3319660702491103
951092	1	0.3041151132506308
952956	1	0.4743285745388604
958978	1	0.450528944641148
959706	1	0.5911679731578948
963970	1	0.4232935089473692
964262	1	0.36759445222201526
969766	1	0.3876768309240922
971080	1	0.5038815920212766
974410	1	0.37899164282438486
982724	1	0.32320056499593486
983632	1	0.30855829987256633
988524	1	0.47244737189466257
991578	0	
993294	1	0.3115918695588236
996352	1	0.5066312615384615
998368	0	
