Id	Title	Blurb	Category_A	Category_B	Category_C	Language	Length_of_Video	Marked_Price	Rating	Reviews_Num	Selling_Price	Students_Num	Students_of_Tch_1	Name_of_Tch_1	Courses_of_Tch_1	Reviews_of_Tch_1	Rating_of_Tch_1	Url
671052	Leadership Skills Training: Become an Inspiring Leader!	Learn how to improve you leadership skills and to become an inspiring leader!	Personal Development	Career Development	Leadership	English	2 hours	19.99	4.4927626	1347	9.99	3383	35348	Lecturio GmbH	19	15297	4.470264392249368	https://www.udemy.com/course/leadership-skills-lecturio/
1102452	Create an Explosive Resume	Learn how to write the resume that will get you the interview.	Personal Development	Career Development	Resume and CV Writing	English	34 mins	74.99	4.7299013	1325	9.99	6436	6436	Marc LeFevre	1	1325	4.718005	https://www.udemy.com/course/create-an-explosive-resume/
3826536	Mindful Resilience for Work-Life Thriving	Reduce stress, increase well-being and enjoy sustainable success.	Personal Development	Stress Management	Resilience	English	1 hour	49.99	4.5123153	1316	49.99	3467	3468	Judith Young Comer	1	1316	4.508219	https://www.udemy.com/course/mindful-resilience-work-life-thriving/
1292182	Fully Accredited Reflexology Diploma - Heal Via Your Feet!	Professional Diploma Course For Naturally Healing The Body With Reflexology. Easy & Effective Techniques	Personal Development	Career Development	Reflexology	English	1 hour	89.99	4.788685	1306	9.99	8889	112294	Dr Karen E Wells	122	30451	4.52518196078615	https://www.udemy.com/course/fully-accredited-reflexology-course-heal-via-your-feet/
550604	Intro to Storytelling: Wow Your Crowd	A practical, step-by-step guide to brainstorming on, workshopping and presenting oral stories.	Personal Development	Creativity	Storytelling	English	3 hours	84.99	4.441134	1295	9.99	8432	13839	Kevin Allison	2	1835	4.503647698666667	https://www.udemy.com/course/intro-to-storytelling-wow-your-crowd/
1309904	Influencing Others Positively at Work and in Life	Learn important influence skills that are effective and helps change people positvely	Personal Development	Influence	Influence Skills	English	1.5 hours	19.99	4.5154457	1285	9.99	3797	5281	Vertex Learning	2	1387	4.519849532960894	https://www.udemy.com/course/influence-skills/
1217488	Powerful Social Media Marketing For Beginners	Master the world of social media marketing, become a social media manager, grow your business, & become irreplaceable.	Personal Development	Career Development	Social Media Management	English	10 hours	84.99	4.5258594	1268	9.99	5816	12870	Maggie Stara	3	2037	4.59593794105691	https://www.udemy.com/course/become-a-kick-ass-social-media-manager/
1904280	Leadership Ethics and Integrity: A Comprehensive Guide !	Deep and Enlightening Insights, and Lessons, from the Research on Integrity, Ethics and Morality, for today's Leaders !	Personal Development	Leadership	Ethics	English	4 hours	94.99	4.313636	1245	10.99	3839	42022	Sivakami S ; MBA ; Ph.D (ongoing)	14	15648	4.491969801647059	https://www.udemy.com/course/insights-into-integrity-ethics-and-morality-for-leaders/
1265890	CBT: Cognitive Behavioral Therapy For Therapists & Coaches	Comprehensive CBT Therapy Training | Cognitive Behavior Therapy Practitioner Level | Treat Anxiety, Depression & More	Personal Development	Personal Transformation	CBT Cognitive Behavioral Therapy	English	7.5 hours	84.99	4.5081587	1221	9.99	5654	64664	Dan Jones	17	10125	4.556336902298852	https://www.udemy.com/course/introduction-to-cbt-cognitive-behavioural-therapy/
2879462	Public Speaking: A tactical approach	This course will teach public speaking, communication skills and storytelling in an entirely new way.	Personal Development	Leadership	Public Speaking	English	1 hour	84.99	4.612383	1203	9.99	58124	92903	Ivan Wanis Ruiz	2	2052	4.566895680419581	https://www.udemy.com/course/publicspeakingtactics/
2355914	Leadership: Essentials for Career Development	Learn to manage and lead with diversity	Personal Development	Leadership	Leadership	English	2.5 hours	19.99	4.5262270000000004	1203	9.99	5957	5957	Andrew LeMasters	1	1203	4.523827	https://www.udemy.com/course/leadership-development-and-project-management/
1183316	Supercharge Your Productivity	Developing a system that enables you to get the more important things done in life.	Personal Development	Personal Productivity	Personal Productivity	English	1.5 hours	84.99	4.268832	1197	9.99	3143	45730	Carl Pullein	2	2091	4.239573178947369	https://www.udemy.com/course/supercharge-your-productivity/
592896	Mindfulness for Mental Health, Personal Growth & Inner Peace	The essential guide to cultivating positive mental health, practicing mindfulness, and advancing your personal growth	Personal Development	Personal Transformation	Mindfulness	English	14.5 hours	99.99	4.3842874	1178	11.99	6927	561014	Kain Ramsay	31	139309	4.565942001786814	https://www.udemy.com/course/online_course_for_help_with_depression/
379706	Meditation for Beginners... Without the Fluff!	Learn 3 Meditation Techniques to Help Master Your Mind	Personal Development	Stress Management	Meditation	English	1 hour	19.99	4.2268376	1177	9.99	29977	45588	Michael Hetherington	19	3627	4.618140467403315	https://www.udemy.com/course/meditation-made-raw-and-simple-for-beginners/
604972	The Hyper-Focus, Self-Control and Productivity Masterclass	Improve your personal productivity and effectiveness by applying proven strategies for focus mastery and self-discipline	Personal Development	Personal Productivity	Time Management	English	12.5 hours	84.99	4.4753294	1163	9.99	6737	561014	Kain Ramsay	31	139309	4.565942001786814	https://www.udemy.com/course/unlimited-success-transform-your-personal-productivity/
1323892	Optimization problems and algorithms	How to understand, formulate, and tackle the difficulties of optimization problems using heursitic algorithms in Matlab	Personal Development	Memory & Study Skills	Optimization Problem	English	8 hours	84.99	4.6389213	1151	9.99	5235	12352	Seyedali Mirjalili	8	3243	4.577418950289018	https://www.udemy.com/course/optimisation/
726896	People Power: How to influence anyone anywhere	Mastering People Skills a practical compendium of strategies and tactics of interpersonal influence and persuasion.	Personal Development	Influence	Influence Skills	English	3.5 hours	89.99	4.35028	1149	9.99	5446	8769	Philip Atkinson	5	1261	4.365888196938776	https://www.udemy.com/course/how-to-influence-anyone-anywhere-mastering-your-potential/
1067526	How to Be Happy & Have the Life You Want: Tools For Success	Tools For Success. How To Be Happy, Find Fulfillment, Make Daily Progress, Live The Life You Want & Create A Better You!	Personal Development	Happiness	Happiness	English	1 hour	89.99	4.8461742	1135	10.99	21670	314363	Life Progression Project	40	88095	4.465021380808857	https://www.udemy.com/course/how-to-be-happy-have-the-life-you-want-tools-for-success/
2860806	Life Coach Certification Masterclass: 3 Certifications In 1	Life Coaching Certification, Health Coach Certification & Wellness Coaching Certification In 1 Course | 3 Certificates	Personal Development	Personal Transformation	Life Coach Training	English	10.5 hours	84.99	4.575479	1130	9.99	3970	137924	Felix Harder	33	28853	4.560644107193818	https://www.udemy.com/course/life-coach-certification-masterclass-course/
344418	How to Use Leadership Styles Effectively: Matched Leadership	Learn to lead more effectively by properly matching your leadership style to the competence level of your team member	Personal Development	Leadership	Leadership	English	1.5 hours	84.99	4.2747188	1117	9.99	3687	45214	Markus Amanto	5	15463	4.516525933721575	https://www.udemy.com/course/matched-leadership/
1119698	Skyrocket Your Creativity and Get Better Ideas: 7 Easy Ways	Learn how you can develop your creativity muscles with basic but effective techniques to get better ideas in just 1 hour	Personal Development	Creativity	Creativity	English	1 hour	34.99	4.55573	1114	9.99	6013	81282	Kristen Palana	20	3077	4.388299528888888	https://www.udemy.com/course/skyrocket-creativity-get-better-ideas/
446108	NLP Practitioner & NLP Master Practitioner iGNLP? CERTIFIED	A FULLY iGNLP? CERTIFIED - NLP (Neuro Linguistic Programming) Certification Training from Beginner to Expert level	Personal Development	Personal Transformation	Neuro-Linguistic Programming	English	43 hours	84.99	4.5424695	1111	9.99	10380	116820	Matthew Barnett	37	17182	4.477265971184371	https://www.udemy.com/course/introduction-to-nlp-certification/
3087414	Time Management And Goal Planning: The Productivity Combo	The ultimate guide to time management hacks to effectively set and achieve your goals by empowering productive habits	Personal Development	Personal Productivity	Time Management	English	1 hour	49.99	4.425989	1112	9.99	70244	122017	Claudia Simonetto	6	2242	4.393591110887097	https://www.udemy.com/course/time-management-and-productivity/
1586110	Persuasion Machine: Master Persuasion Psychology & Influence	Master the Secrets of Persuasion Psychology & Learn the Communication Skills to Influence Anyone in Business & Life.	Personal Development	Influence	Persuasion	English	2 hours	109.99	4.538933	1102	12.99	9584	122994	Patrick Dang	8	40505	4.485567624555792	https://www.udemy.com/course/persuasionmachine/
586176	Self-coach Your Success Using the GROW Coaching Model	Learn how to use the GROW coaching model to self - coach and boost your career, life and happiness	Personal Development	Career Development	Career Coaching	English	42 mins	84.99	4.4277463	1092	9.99	4196	47116	Denise Fletcher	8	14954	4.465504356609411	https://www.udemy.com/course/coach-yourself-to-success-using-the-grow-model/
1400614	A Diversity Deep-Dive, Leadership Insights and Lessons !	The Research and Evidence, on Diversity and Inclusion; Insights, Lessons, and Strategies, for Leaders and Managers.	Personal Development	Leadership	Diversity and Inclusion	English	4 hours	84.99	4.5373936	1083	9.99	4034	42022	Sivakami S ; MBA ; Ph.D (ongoing)	14	15648	4.491969801647059	https://www.udemy.com/course/a-deep-dive-into-diversity-for-leaders-and-managers/
1039124	Start Finishing Your Projects	Boost Your Productivity, Effectiveness, and Creative Momentum by Finishing the Projects that Matter Most	Personal Development	Personal Productivity	Personal Productivity	English	2 hours	39.99	4.5950904	1071	9.99	6729	6731	Charlie Gilkey	1	1071	4.606621	https://www.udemy.com/course/start-finishing-your-projects/
735990	Mind map for Beginners. How to make learning fun and fast.	Learn to Mind Map in 2 hrs with these succinct videos. A vital 21C skill to deal with information overload.	Personal Development	Memory & Study Skills	Mind Mapping	English	2 hours	44.99	4.581342	1069	9.99	4578	9557	Darius Namdaran	2	1234	4.570465382142857	https://www.udemy.com/course/mindmapforbeginners/
1400948	Roadmap to Leadership	Your step-by-step guide to become a leader your team, your peers and your mentors admire and respect.	Personal Development	Leadership	Leadership	English	1.5 hours	84.99	4.285215	1058	9.99	3314	7945	Donna Galatas	4	2239	4.370849507177033	https://www.udemy.com/course/roadmap-to-leadership/
627016	The Communication Skills and Social Intelligence Masterclass	An essential guide to cultivating influential people skills, communication skills and street-smart social intelligence.	Personal Development	Influence	Communication Skills	English	16 hours	99.99	4.2588534	1049	10.99	7462	561014	Kain Ramsay	31	139309	4.565942001786814	https://www.udemy.com/course/communication-skills-become-a-superstar-communicator/
2204132	Mindfulness Life Coach Certification Practitioner Accredited	Learn mindfulness and become a certified mindfulness life coach: therapeutic mindful personal transformation strategies	Personal Development	Happiness	Life Coach Training	English	4 hours	109.99	4.495701	1040	11.99	4252	56184	Patrick Howell	12	8357	4.562213646246247	https://www.udemy.com/course/mindfulness-life-coach-practitioner-training-certification/
660834	Law of Attraction and Self Hypnosis Effortless Manifestation	Learn Law of Attraction & Self Hypnosis with Neuroscience & Mindfulness for Manifesting Money, Health & Relationhips	Personal Development	Happiness	Manifestation and Law of Attraction	English	5.5 hours	99.99	4.6556516	1040	11.99	11926	38554	Chris Spink	10	1993	4.461680370689655	https://www.udemy.com/course/law-of-attraction-self-hypnosis-changing-limiting-beliefs/
285610	A+ Essays: A Structured Approach to Successful Essay Writing	Learn the tips and tools of successful writers from a college professor with twenty years of experience grading essays.	Personal Development	Career Development	Essay Writing	English	6 hours	94.99	4.4498973	1032	11.99	9620	86812	Kevin deLaplante	4	15525	4.497553398046056	https://www.udemy.com/course/a-essays-a-structured-approach-to-successful-essay-writing/
1992144	I Am In Control - CBT, Mindfulness & Neuroplasticity	Mind Mastery: Subconscious patterns, Core beliefs, Ego - Meditation for depression, anxiety & addictions - Certified	Personal Development	Personal Transformation	Mindfulness	English	3 hours	99.99	4.530164	1018	11.99	5934	11660	Peter Torok	4	2109	4.625520990476191	https://www.udemy.com/course/above-the-ego-neuroplasticity-mindfulness/
184136	The Clarity, Purpose and Personal Productivity Masterclass	A practical guide to clarifying your priorities, goal setting, wise decision making and optimising your time management.	Personal Development	Happiness	Time Management	English	10 hours	84.99	4.6187797	1020	9.99	9019	561014	Kain Ramsay	31	139309	4.565942001786814	https://www.udemy.com/course/absolute-clarity-a-game-plan-for-lasting-self-fulfilment-and-happiness/
1739952	Leadership Through The Art Of Masterful Communication	Become an empowered leader, achieve your highest levels of performance, and influence others with supreme confidence.	Personal Development	Leadership	Communication Skills	English	2 hours	84.99	4.3663006	1014	9.99	2708	2709	Adam Piandes	1	1014	4.353216	https://www.udemy.com/course/the-art-of-masterful-communication/
2289147	Motivation and Employee Engagement, a Research based Guide !	Leadership Insights, Lessons, Strategies; from the Research and Theories, on Human Motivation and Employee Engagement	Personal Development	Motivation	Motivation	English	4.5 hours	84.99	4.5584836	1003	9.99	3081	42022	Sivakami S ; MBA ; Ph.D (ongoing)	14	15648	4.491969801647059	https://www.udemy.com/course/mysteries-of-motivation-insights-strategies-for-leaders/
2998050	Frazzled to Focused	How to Regain Control, Connection and Calm When Working From Home	Personal Development	Personal Productivity	Work Life Balance	English	1 hour	59.99	4.445411	1002	9.99	2938	59219	Alexis Haselberger	2	24111	4.461001188034651	https://www.udemy.com/course/frazzled-to-focused/
1340894	Do it Yourself - Automotive Electrical Diagnosis - Beginner	Learn to Eliminate the Possible Causes of Basic Automotive Electrical Faults oftentimes without even Touching the Car	Personal Development	Career Development	Automotive Engineering	English	2 hours	49.99	4.696892	995	9.99	2803	3253	Steven Liguori	7	1592	4.596022322807017	https://www.udemy.com/course/do-it-yourself-automotive-electrical-diagnosis/
1933710	Fully Accredited Professional Child Psychology Diploma	Learn or Specialise Your Therapy in Child Psychology with this Fully Accredited Diploma Course	Personal Development	Parenting & Relationships	Child Psychology	English	44 mins	94.99	4.3353906	987	11.99	6349	112294	Dr Karen E Wells	122	30451	4.52518196078615	https://www.udemy.com/course/fully-accredited-professional-child-psychology-diploma/
1349980	Writing Great Fantasy: World Building Workshop	Writing fantasy: The step-by-step method to writing a believable and compelling world that will enchant your readers	Personal Development	Creativity	Writing	English	4 hours	109.99	4.5342	980	11.99	9901	13118	Jason Link	6	1296	4.574546768292684	https://www.udemy.com/course/world-building-workshop-for-fantasy-writing/
1022794	How to remember every password	Generate memorable, unique, secure passwords you never need write down	Personal Development	Memory & Study Skills	Cyber Security Awareness	English	39 mins	19.99	4.420722	979	9.99	18206	37742	Bill Aronson	3	1419	4.3148389	https://www.udemy.com/course/how-to-remember-every-password/
1541778	Effective Problem-solving and Decision-making under Pressure	Performance Under Pressure. Problem-solving and Decision-making Strategies.	Personal Development	Personal Productivity	Problem Solving	English	8 hours	89.99	4.2400823	975	9.99	13345	275312	Sorin Dumitrascu	145	27169	4.114189867187498	https://www.udemy.com/course/effective-problem-solving-and-decision-making-under-pressure/
1483618	Accelerated Learning - Acquire any Skill at 10x the speed	Accelerated Learning Strategies to Master Skill Acquisition & Boost Productivity with a Step by Step Blueprint	Personal Development	Memory & Study Skills	Learning Strategies	English	2 hours	19.99	4.4193177	953	9.99	10536	10536	Nandini Rathi	1	953	4.4193177	https://www.udemy.com/course/accelerated-learning-strategies-to-acquire-any-skill/
1743568	How to Unlock Your True Potential	This Course was Made to Overcome the Inner Force that Keeps us From Our True Potential	Personal Development	Personal Transformation	Personal Development	English	43 mins	19.99	4.544505	947	9.99	16759	24639	Chase Ellfeldt	2	1344	4.564480268867925	https://www.udemy.com/course/how-to-unlock-your-true-potential/
544828	Mindfulness and Mindfulness Meditation Course	Mindfulness and Mindfulness Meditation For Beginners	Personal Development	Happiness	Mindfulness	English	1 hour	94.99	4.3592486	916	10.99	6214	170170	Libby Seery Founder of Renaissance Life Therapies	24	24503	4.362687795890412	https://www.udemy.com/course/mindfulness-training/
993294	The Science of Happiness	Discover how to live your life in the happiest way possible!	Personal Development	Happiness	Happiness	English	3 hours	84.99	4.412595	902	9.99	4555	170170	Libby Seery Founder of Renaissance Life Therapies	24	24503	4.362687795890412	https://www.udemy.com/course/the-science-of-happiness/
1209910	Supercharge Your Email Productivity	Supercharge your email productivity so you can spend more time on the things that are really important.	Personal Development	Personal Productivity	Office Productivity	English	1 hour	89.99	4.24282	894	9.99	2824	45730	Carl Pullein	2	2091	4.239573178947369	https://www.udemy.com/course/supercharge-your-email-productivity/
2275853	How to build a Powerful Memory	Learn information faster and keep it longer	Personal Development	Memory & Study Skills	Memory	English	1 hour	19.99	3.8064997	892	9.99	24732	37843	David Barton	5	1255	4.243187844444445	https://www.udemy.com/course/how-to-build-a-powerful-memory/
189086	Productivity Hacks: Free Up Your Time & Live Better	Stop trying to do it all and focus on what really matters with the help of these practical time-saving strategies.	Personal Development	Personal Productivity	Personal Productivity	English	4 hours	84.99	4.0497265	889	9.99	11396	24254	Joel Widmer	5	3508	4.137202788405797	https://www.udemy.com/course/productivity-hacks/
734706	50 Career & Self Development Tips: Welcome to the New You!	Re-Invent Yourself with these 50 Amazing Personal Development Ideas! Life Altering Personal Improvement Strategies : )	Personal Development	Career Development	Personal Development	English	1.5 hours	49.99	4.5509763	884	9.99	17425	1130641	Chris Haroun	65	177758	4.533043595943432	https://www.udemy.com/course/50-career-self-development-tips-welcome-to-the-new-you-mba-business/
1942484	Accredited Aromatherapy Course - 2 -For Health and Wellbeing	Train to become an Professional Aromatherapy Advisor, the next step in your journey with essential oils and aromatherapy	Personal Development	Career Development	Aromatherapy	English	2 hours	109.99	4.6864266	882	12.99	5553	61409	Tania Magdalene	36	23325	4.67229292116592	https://www.udemy.com/course/certified-aromatherapy-for-healthy-living-level-2-diploma/
1844956	Fully Accredited Professional Psychotherapy Diploma Course	Expand Your Skills With Psychotherapy! Help Stress, The Conscious & Unconscious Mind, Memory, Affective Disorders & More	Personal Development	Personal Transformation	Psychotherapy	English	1 hour	94.99	4.6546435	871	11.99	4691	112294	Dr Karen E Wells	122	30451	4.52518196078615	https://www.udemy.com/course/fully-accredited-professional-psychotherapy-diploma-course/
2402282	Beginning Screenwriting made EASY - Screenwriting Course	Screenwriting doesn't have to be hard	Personal Development	Creativity	Screenwriting	English	2.5 hours	89.99	4.6999426	865	9.99	7224	10048	Word Dancer	2	920	4.711942286567164	https://www.udemy.com/course/beginning-screenwriting-made-easy/
2733982	English Literature: Be as Informed as a Literature Graduate	The development of English Literature from its earliest texts to the present day	Personal Development	Creativity	English Literature	English	14 hours	84.99	4.5704637	860	9.99	4390	15476	Eve Williams MMus	15	1485	4.523296122162161	https://www.udemy.com/course/english-literature-be-as-informed-as-a-literature-graduate/
3227547	Brain Hacking Presentations Skills	Presentation Skills Hacks: 7 Neuroscience hacks to make presentations, public speaking and PowerPoint more impactful.	Personal Development	Career Development	Presentation Skills	English	42 mins	84.99	4.523863	849	9.99	52320	92902	Ivan Wanis Ruiz	2	2052	4.566895680419581	https://www.udemy.com/course/braininghacking/
1931790	Fully Accredited Professional Spirituality Coach Diploma	Fully Accredited Diploma Course - Powerful tools to help yourself or your clients as a Professional Spirituality Coach.	Personal Development	Leadership	Spirituality	English	1.5 hours	94.99	4.5867057	842	10.99	3307	112294	Dr Karen E Wells	122	30451	4.52518196078615	https://www.udemy.com/course/fully-accredited-professional-spirituality-coach-diploma/
1594030	Persuasion Skills - Basics	‘Persuasion’ is the process of communication that is intended to induce belief or action.	Personal Development	Motivation	Persuasion	English	33 mins	19.99	3.96593	832	9.99	12266	66056	Management Study Guide	137	6795	4.075049562874252	https://www.udemy.com/course/persuasion-skills-basics/
1723120	TJ Walker's 1-Hour Public Speaking Presentation Skills Class	Gain Mastery of Presentation Skills and Public Speaking Skills in One Hour	Personal Development	Personal Transformation	Public Speaking	English	31 hours	19.99	4.3887825	831	9.99	38045	1302902	TJ Walker	222	108030	4.438044855567149	https://www.udemy.com/course/tj-walkers-1-hour-public-speaking-presentation-skills-class/
3859044	Coaching for Growth and Success	12 Ways to Bring Out the Best in Your Colleagues, Clients, and Team Members	Personal Development	Career Development	Coaching	English	1.5 hours	199.99	4.4878826	838	199.99	1977	39241	Deborah Grayson Riegel	4	16854	4.548841752217742	https://www.udemy.com/course/coaching-for-growth/
1514262	EFT Tapping 1 - Emotional Freedom Technique for Beginners	EFT therapy to tap away physical and emotional pain and get motivated. EFT sentence structuring, measuring your success.	Personal Development	Personal Transformation	EFT (Emotional FreedomTechnique)	English	1.5 hours	94.99	4.827668	815	10.99	3175	35837	Cha~zay Sandhriel Ph.D.	21	4214	4.599450465439094	https://www.udemy.com/course/eft-tapping-1/
1081340	Stress management for business owners, directors & managers	Reduce & manage stress at work & in business & build stress resilience, with 50+ practical stress management strategies	Personal Development	Stress Management	Stress Management	English	1.5 hours	49.99	4.253136	813	9.99	3026	3442	Liz Makin	10	949	4.3587148046875	https://www.udemy.com/course/stress-management-for-business-owners-directors-managers/
1157648	Essential Life Coaching Skills Certification	Beginner to Advanced: Develop the skills to become a super-effective life coach.	Personal Development	Personal Transformation	Life Coach Training	English	4.5 hours	99.99	4.571383	809	10.99	3078	3204	Steve Payne	2	853	4.636965500000001	https://www.udemy.com/course/essential-life-and-business-coaching-skills-certification/
790624	Self Confidence & Assertiveness Training	Master Self-Confidence and Assertiveness	Personal Development	Personal Transformation	Assertiveness	English	2.5 hours	84.99	3.9525476	805	9.99	5250	170170	Libby Seery Founder of Renaissance Life Therapies	24	24503	4.362687795890412	https://www.udemy.com/course/self-confidence-reap-the-benefits-of-self-confidence/
1332992	Upgrade your Influencing and Negotiation Skills !	Research based Insights, Strategies and Techniques, on Negotiation, Influencing and Persuasion Skills!	Personal Development	Leadership	Influence Skills	English	2.5 hours	64.99	4.4127545	787	9.99	4481	42022	Sivakami S ; MBA ; Ph.D (ongoing)	14	15648	4.491969801647059	https://www.udemy.com/course/leadership-psychology-negotiation-and-influencing-secrets/
304132	Humor Writing: How to Think, Write, Speak, and Be Funnier!	Great for Writing & Public Speaking: Learn the Techniques Professional Humorists Use to Create Consistently Funny Comedy	Personal Development	Creativity	Writing	English	2 hours	39.99	4.2955647	780	11.99	6159	18925	Dave Fox	6	3417	4.526509443055556	https://www.udemy.com/course/humor-writing-course/
1351646	Fully Accredited Complete Meditation Certification Diploma	Meditation for the Self Or For Teaching Others. How to easily gain peace, calm and relaxation and say goodbye to stress!	Personal Development	Personal Transformation	Meditation	English	1 hour	89.99	4.6892858	771	9.99	3461	112257	Dr Karen E Wells	122	30452	4.52518196078615	https://www.udemy.com/course/complete-meditation-for-all-fully-accredited-course/
907586	How To Write a GREAT Children's Book	Master The Ability To Create Stories That Kids Will Love With the Help of Two Bestselling Authors.	Personal Development	Creativity	Writing a Book	English	1.5 hours	89.99	4.6673675	742	9.99	3568	27151	Rob Parnell	15	2016	4.514626911764705	https://www.udemy.com/course/how-to-write-a-great-childrens-book/
1348858	Professional Accredited Earth Angel  Course	Start your journey of angelic self-discovery with this guide to life on Earth as an Earth Angel. Are YOU an Earth Angel?	Personal Development	Religion & Spirituality	Spirituality	English	2.5 hours	84.99	4.83274	728	9.99	2050	61409	Tania Magdalene	36	23325	4.67229292116592	https://www.udemy.com/course/the-earth-angel-certified-diploma-course/
3017800	Speak Up! Public Speaking for Leadership Development	Master your communication toolkit, learn to speak up, harness your mindset, and be taken seriously at work and in life.	Personal Development	Leadership	Public Speaking	English	1.5 hours	69.99	4.49892	725	69.99	2468	2469	Rebecca Martin	1	725	4.50289	https://www.udemy.com/course/speak-up-public-speaking-for-leadership-development/
672578	VOICE OVER ACTING -Instruction in Commercials Animation&more	Get exciting Commercial, Animation and Video Game Voice-Over reads to be a VO actor and book your next voice over job.	Personal Development	Career Development	Voice-Over	English	4.5 hours	84.99	4.7612967	720	9.99	4829	6687	Michael Christopher	6	1190	4.83305463253012	https://www.udemy.com/course/voiceover101plus/
938962	Basic Dance Moves for Guys - Completely beginner lessons	Step-by-step, follow along system for the common man with 0 dance experience to learn how to dance	Personal Development	Self Esteem & Confidence	Dance	English	4 hours	84.99	4.3140807	718	9.99	5368	19176	Brian Bee	14	2745	4.496055375879397	https://www.udemy.com/course/basic-dance-moves-for-guys/
394952	How I Overcame Social Anxiety, Grew Confidence & Self-Esteem	Overcome social anxiety. Stop seeking approval & become more confident. Overcome your mental blocks and self sabotaging.	Personal Development	Self Esteem & Confidence	Anxiety Management	English	7.5 hours	19.99	4.5856104	716	9.99	10616	31640	Tobias Atkins	3	873	4.560144565517242	https://www.udemy.com/course/build-rock-solid-confidence-self-esteem-become-your-best/
2076402	The Definitive Guide To Mindfulness & Mindfulness Meditation	How To Use Mindfulness Meditation, Learn How To Bring Balance, Improve Sleep, Reduce Stress, Anxiety & Depression.	Personal Development	Stress Management	Mindfulness	English	7.5 hours	84.99	4.6316485	715	9.99	4170	35234	Julian Jenkins	33	12669	4.793761240118871	https://www.udemy.com/course/spiritual-mindfulness/
2230338	3 Phase Motor Control Bootcamp	Take your electrical motor control skills from zero to hero!	Personal Development	Career Development	Electrical Wiring	English	4 hours	39.99	4.769567	713	11.99	2394	6559	The Wiring Wizard	5	2506	4.657011376595745	https://www.udemy.com/course/3-phase-motor-control-bootcamp/
730594	Job Interviewing: Complete Job Interview Success Course 6HR	Job Interviewing is critical. Learn all key Job Interview skills + demo on answering specific job interview questions.	Personal Development	Career Development	Interviewing Skills	English	6 hours	84.99	4.619845	708	9.99	31526	384310	Steve Ballinger, MBA	35	52401	4.46294910657673	https://www.udemy.com/course/job-interview-mastery/
62086	Electronics Engineering Technology Fundamentals-Updated-2020	Electronics circuits including: Direct current (DC), alternating current (AC), digital circuits (DigC), and solid state.	Personal Development	Career Development	Electrical Engineering	English	3 hours	19.99	4.050293	705	9.99	9275	47816	Dr. Oscar Rodriguez, DET	14	2654	3.91133621969697	https://www.udemy.com/course/electronics-engineering-technology-fundamentals/
1537740	Fully Accredited Diploma Course in Relationship Counselling	Fully Accredited Diploma Course To Use Your Counseling skills to help people with their Relationship Issues	Personal Development	Parenting & Relationships	Counseling	English	31 mins	94.99	4.692694	699	10.99	4055	112294	Dr Karen E Wells	122	30451	4.52518196078615	https://www.udemy.com/course/fully-accredited-diploma-course-in-relationship-counselling/
813120	Build Your Spiritual Healing Business on a Budget	Start and Grow your psychic, energy healing or spiritual healing business in a budget-friendly way	Personal Development	Religion & Spirituality	Entrepreneurship Fundamentals	English	4 hours	49.99	4.71522	700	9.99	4247	58662	Sal Jade	10	19564	4.752574838226602	https://www.udemy.com/course/build-your-spiritual-healing-business-on-a-budget/
1341646	Speed Reading MACHINE 3.1: How To Read 307 Books In 2021	The ULTIMATE Secret To Reading 100, 200 Or Even 300 Books Per Year Without Using Speed Reading Or Book Summaries	Personal Development	Memory & Study Skills	Speed Reading	English	2.5 hours	94.99	4.3926854	687	10.99	11024	169324	Silviu Marisk - Effective Learning Lab	16	20035	4.579647102469134	https://www.udemy.com/course/speed-reading-mastery/
1991330	The MOST Extensive, (77 hrs) Accredited, Art Therapy Course	500 Art Therapy exercises! Oxford Diploma: Heal yourself : heal others by using Art Therapy. 17 courses in ONE!	Personal Development	Creativity	Art Therapy	English	77 hours	99.99	4.31773	679	11.99	5423	143556	Chris Sivewright	52	4142	4.418873027886057	https://www.udemy.com/course/art-therapy-painting-and-depression/
1800988	How to Manifest Using The Law of Attraction Certification	Attract happiness & prosperity with Melissa's Law of Attraction course! Receive a Manifesting Practitioner Certificate	Personal Development	Happiness	Manifestation and Law of Attraction	English	1 hour	94.99	4.858304	675	10.99	3151	144848	Melissa Crowhurst	19	39601	4.778912211823436	https://www.udemy.com/course/law-of-attraction-course/
794670	Focus Mastery - How To Increase Your Focus In Just 30 Days!	Learn how to BOOST your brain, do more work, get results and focus your thoughts. You will maximize your Productivity!	Personal Development	Memory & Study Skills	Focus Mastery	English	2.5 hours	99.99	4.5174584	668	10.99	11708	169324	Silviu Marisk - Effective Learning Lab	16	20035	4.579647102469134	https://www.udemy.com/course/focus-mastery/
343262	The Mental Toughness and Inner Resilience Masterclass	A comprehensive roadmap to cultivating self-discipline, mental toughness, and building sustainable inner resilience.	Personal Development	Personal Transformation	Mindset	English	12 hours	99.99	4.8199315	663	11.99	9562	561014	Kain Ramsay	31	139309	4.565942001786814	https://www.udemy.com/course/the-ultimate-personal-breakthrough-programme-full-version/
